,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Tot Deaths/1M pop
77,Andorra,224,,3.0,,1.0,220,6.0,2899.0,39.0
78,Jordan,212,,,,2.0,210,,21.0,
79,San Marino,208,,21.0,,4.0,183,12.0,6130.0,619.0
80,North Macedonia,201,,3.0,,3.0,195,1.0,96.0,1.0
81,Albania,186,+12,8.0,2.0,17.0,161,3.0,65.0,3.0
82,Moldova,177,,2.0,1.0,2.0,173,28.0,44.0,0.5
83,Vietnam,153,,,,20.0,133,3.0,2.0,
84,Burkina Faso,152,,7.0,,10.0,135,,7.0,0.3
85,Cyprus,146,,3.0,,4.0,139,3.0,121.0,2.0
86,Faeroe Islands,144,+4,,,54.0,90,2.0,2947.0,
87,Ghana,136,+4,4.0,,1.0,131,1.0,4.0,0.1
88,Réunion,135,,,,1.0,134,,151.0,
89,Malta,134,,,,2.0,132,1.0,303.0,
90,Oman,131,+22,,,23.0,108,,26.0,
91,Kazakhstan,125,+12,1.0,,2.0,122,,7.0,0.05
92,Azerbaijan,122,,3.0,,15.0,104,6.0,12.0,0.3
93,Senegal,119,+14,,,11.0,108,,7.0,
94,Brunei,115,+1,,,11.0,104,1.0,263.0,
95,Venezuela,107,,1.0,,15.0,91,2.0,4.0,0.04
96,Sri Lanka,106,,,,7.0,99,5.0,5.0,
97,Cambodia,98,,,,11.0,87,1.0,6.0,
98,Ivory Coast,96,,,,3.0,93,,4.0,
99,Afghanistan,94,,4.0,,2.0,88,,2.0,0.1
100,Belarus,94,+8,,,29.0,65,2.0,10.0,
101,Palestine,91,+5,1.0,,17.0,73,,18.0,0.2
102,Cameroon,88,+13,2.0,1.0,2.0,84,,3.0,0.08
103,Uzbekistan,83,+8,1.0,1.0,5.0,77,8.0,2.0,0.03
104,Mauritius,81,,2.0,,,79,1.0,64.0,2.0
105,Martinique,81,,1.0,,,80,12.0,216.0,3.0
106,Georgia,81,+2,,,13.0,68,1.0,20.0,
107,Guadeloupe,73,,1.0,,,72,4.0,182.0,2.0
108,Montenegro,70,+1,1.0,,,69,1.0,111.0,2.0
109,Cuba,67,,2.0,,1.0,64,2.0,6.0,0.2
110,Honduras,67,,1.0,,,66,,7.0,0.1
111,Channel Islands,66,,1.0,,,65,,380.0,6.0
112,Nigeria,65,,1.0,,3.0,61,,0.3,0.0
113,Trinidad and Tobago,65,,1.0,,,64,,46.0,0.7
114,Bolivia,61,,,,,61,,5.0,
115,Kyrgyzstan,58,+14,,,,58,,9.0,
116,Liechtenstein,56,,,,,56,,1469.0,
117,Paraguay,52,+11,3.0,,1.0,48,1.0,7.0,0.4
118,DRC,51,,3.0,,2.0,46,,0.6,0.03
119,Mayotte,50,+14,,,,50,,183.0,
120,Rwanda,50,,,,,50,,4.0,
121,Bangladesh,48,+4,5.0,,11.0,32,1.0,0.3,0.03
122,Gibraltar,35,,,,13.0,22,,1039.0,
123,Macao,33,,,,10.0,23,,51.0,
124,Monaco,33,,,,1.0,32,,841.0,
125,Kenya,31,,1.0,,1.0,29,,0.6,0.02
126,French Polynesia,30,,,,,30,,107.0,
127,Isle of Man,29,+3,,,,29,,341.0,
128,Aruba,28,,,,1.0,27,,262.0,
129,French Guiana,28,,,,6.0,22,,94.0,
130,Jamaica,26,,1.0,,2.0,23,,9.0,0.3
131,Guatemala,25,,1.0,,4.0,20,,1.0,0.06
132,Togo,25,+1,,,1.0,24,,3.0,
133,Barbados,24,,,,,24,,84.0,
134,Madagascar,23,,,,,23,,0.8,
135,Uganda,18,+4,,,,18,,0.4,
136,Ethiopia,16,+4,,,,16,,0.1,
137,Zambia,16,,,,,16,,0.9,
138,Bermuda,15,,,,2.0,13,,241.0,
139,New Caledonia,15,+1,,,,15,,53.0,
140,El Salvador,13,,,,,13,,2.0,
141,Maldives,13,,,,9.0,4,,24.0,
142,Tanzania,13,,,,,13,,0.2,
143,Equatorial Guinea,12,,,,,12,,9.0,
144,Djibouti,11,,,,,11,,11.0,
145,Dominica,11,,,,,11,,153.0,
146,Mongolia,11,,,,,11,,3.0,
147,Saint Martin,11,,,,,11,,284.0,
148,Niger,10,,1.0,,,9,,0.4,0.04
149,Bahamas,9,,,,1.0,8,,23.0,
150,Greenland,9,+3,,,2.0,7,,159.0,
151,Cayman Islands,8,,1.0,,,7,,122.0,15.0
152,Guinea,8,+4,,,,8,,0.6,
153,Haiti,8,,,,,8,,0.7,
154,Namibia,8,,,,2.0,6,,3.0,
155,Suriname,8,,,,,8,,14.0,
156,Curaçao,7,,1.0,,2.0,4,,43.0,6.0
157,Gabon,7,,1.0,,,6,,3.0,0.4
158,Antigua and Barbuda,7,,,,,7,,71.0,
159,Grenada,7,,,,,7,,62.0,
160,Mozambique,7,,,,,7,,0.2,
161,Seychelles,7,,,,,7,,71.0,
162,Benin,6,,,,,6,,0.5,
163,Eritrea,6,,,,,6,,2.0,
164,Laos,6,,,,,6,,0.8,
165,Eswatini,6,,,,,6,,5.0,
166,Cabo Verde,5,,1.0,,,4,,9.0,2.0
167,Guyana,5,,1.0,,,4,,6.0,1.0
168,Zimbabwe,5,+2,1.0,,,4,,0.3,0.07
169,Fiji,5,,,,,5,,6.0,
170,Montserrat,5,,,,,5,,1002.0,
171,Myanmar,5,,,,,5,,0.09,
172,Syria,5,,,,,5,,0.3,
173,Angola,4,,,,,4,,0.1,
174,Congo,4,,,,,4,,0.7,
175,Vatican City,4,,,,,4,,4994.0,
176,Mali,4,,,,,4,,0.2,
177,Gambia,3,,1.0,,,2,,1.0,0.4
178,Sudan,3,,1.0,,,2,,0.07,0.02
179,Nepal,3,,,,1.0,2,,0.1,
180,Bhutan,3,+1,,,,3,,4.0,
181,CAR,3,,,,,3,,0.6,
182,Chad,3,,,,,3,,0.2,
183,Liberia,3,,,,,3,,0.6,
184,Mauritania,3,,,,,3,,0.6,
185,St. Barth,3,,,,,3,,304.0,
186,Saint Lucia,3,,,,1.0,2,,16.0,
187,Sint Maarten,3,,,,,3,,70.0,
188,Somalia,3,+1,,,,3,,0.2,
189,Nicaragua,2,,1.0,1.0,,1,,0.3,0.2
190,Anguilla,2,,,,,2,,133.0,
191,Belize,2,,,,,2,,5.0,
192,British Virgin Islands,2,,,,,2,,66.0,
193,Guinea-Bissau,2,,,,,2,,1.0,
194,Saint Kitts and Nevis,2,,,,,2,,38.0,
195,Turks and Caicos,2,,,,,2,,52.0,
196,Libya,1,,,,,1,,0.1,
197,Papua New Guinea,1,,,,,1,,0.1,
198,St. Vincent Grenadines,1,,,,,1,,9.0,
199,Timor-Leste,1,,,,,1,,0.8,
200,Total:,542533,10723,24369.0,301.0,126257.0,391907,19969.0,69.6,3.1
