,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Tot Deaths/1M pop
63,Lithuania,358,+59,5.0,1.0,1.0,352,2.0,132.0,2.0
64,Morocco,333,+58,21.0,10.0,11.0,301,1.0,9.0,0.6
65,Armenia,329,+39,1.0,,28.0,300,6.0,111.0,0.3
66,Hungary,300,+39,10.0,,34.0,256,6.0,31.0,1.0
67,Bulgaria,293,+29,3.0,,9.0,281,8.0,42.0,0.4
68,Latvia,280,+36,,,1.0,279,,148.0,
69,Slovakia,269,+43,,,2.0,267,1.0,49.0,
70,Andorra,267,+43,3.0,,1.0,263,11.0,3456.0,39.0
71,Taiwan,267,+15,2.0,,30.0,235,,11.0,0.08
72,Uruguay,238,,,,,238,3.0,69.0,
73,Jordan,235,+23,,,16.0,219,,23.0,
74,Bosnia and Herzegovina,232,+41,4.0,1.0,5.0,223,1.0,71.0,1.0
75,Costa Rica,231,,2.0,,2.0,227,5.0,45.0,0.4
76,Tunisia,227,+30,6.0,1.0,2.0,219,10.0,19.0,0.5
77,Ukraine,226,+30,5.0,,5.0,216,,5.0,0.1
78,Kuwait,225,+17,,,57.0,168,11.0,53.0,
79,San Marino,223,+15,21.0,,4.0,198,12.0,6572.0,619.0
80,North Macedonia,219,+18,3.0,,3.0,213,1.0,105.0,1.0
81,Moldova,199,+22,2.0,1.0,2.0,195,33.0,49.0,0.5
82,Albania,186,+12,8.0,2.0,31.0,147,3.0,65.0,3.0
83,Burkina Faso,180,+28,9.0,2.0,12.0,159,,9.0,0.4
84,Azerbaijan,165,+43,3.0,,15.0,147,6.0,16.0,0.3
85,Vietnam,163,+10,,,20.0,143,3.0,2.0,
86,Cyprus,162,+16,5.0,2.0,4.0,153,3.0,134.0,4.0
87,Kazakhstan,150,+37,1.0,,3.0,146,,8.0,0.05
88,Réunion,145,+10,,,1.0,144,,162.0,
89,Faeroe Islands,144,+4,,,54.0,90,2.0,2947.0,
90,Malta,139,+5,,,2.0,137,1.0,315.0,
91,Ghana,136,+4,4.0,,1.0,131,1.0,4.0,0.1
92,Oman,131,+22,,,23.0,108,,26.0,
93,Senegal,119,+14,,,11.0,108,,7.0,
94,Brunei,115,+1,,,11.0,104,1.0,263.0,
95,Venezuela,107,,1.0,,31.0,75,2.0,4.0,0.04
96,Sri Lanka,106,,,,7.0,99,5.0,5.0,
97,Cambodia,99,+1,,,11.0,88,1.0,6.0,
98,Ivory Coast,96,,,,3.0,93,,4.0,
99,Afghanistan,94,,4.0,,2.0,88,,2.0,0.1
100,Mauritius,94,+13,2.0,,,92,1.0,74.0,2.0
101,Belarus,94,+8,,,32.0,62,2.0,10.0,
102,Palestine,91,+5,1.0,,17.0,73,,18.0,0.2
103,Cameroon,88,+13,2.0,1.0,2.0,84,,3.0,0.08
104,Uzbekistan,88,+13,1.0,1.0,5.0,82,8.0,3.0,0.03
105,Georgia,83,+4,,,14.0,69,1.0,21.0,
106,Martinique,81,,1.0,,,80,12.0,216.0,3.0
107,Cuba,80,+13,2.0,,4.0,74,2.0,7.0,0.2
108,Channel Islands,80,+14,1.0,,,79,,460.0,6.0
109,Montenegro,75,+6,1.0,,,74,1.0,119.0,2.0
110,Guadeloupe,73,,1.0,,,72,4.0,182.0,2.0
111,Honduras,68,+1,1.0,,,67,,7.0,0.1
112,Trinidad and Tobago,66,+1,2.0,1.0,1.0,63,,47.0,1.0
113,Nigeria,65,,1.0,,3.0,61,,0.3,0.0
114,Bolivia,61,,,,,61,,5.0,
115,Kyrgyzstan,58,+14,,,,58,,9.0,
116,Liechtenstein,56,,,,,56,,1469.0,
117,Gibraltar,55,+20,,,14.0,41,,1632.0,
118,Rwanda,54,+4,,,,54,,4.0,
119,Paraguay,52,+11,3.0,,1.0,48,1.0,7.0,0.4
120,DRC,51,,3.0,,2.0,46,,0.6,0.03
121,Mayotte,50,+14,,,,50,,183.0,
122,Bangladesh,48,+4,5.0,,11.0,32,1.0,0.3,0.03
123,Monaco,42,+9,,,1.0,41,,1070.0,
124,Macao,34,+1,,,10.0,24,,52.0,
125,Kenya,31,,1.0,,1.0,29,2.0,0.6,0.02
126,French Polynesia,30,,,,,30,,107.0,
127,Isle of Man,29,+3,,,,29,,341.0,
128,Aruba,28,,,,1.0,27,,262.0,
129,French Guiana,28,,,,6.0,22,,94.0,
130,Jamaica,26,,1.0,,2.0,23,,9.0,0.3
131,Madagascar,26,+3,,,,26,,0.9,
132,Guatemala,25,,1.0,,4.0,20,,1.0,0.06
133,Togo,25,+1,,,1.0,24,,3.0,
134,Barbados,24,,,,,24,,84.0,
135,Zambia,22,+6,,,,22,,1.0,
136,Uganda,18,+4,,,,18,,0.4,
137,Ethiopia,16,+4,,,,16,,0.1,
138,Maldives,16,+3,,,9.0,7,,30.0,
139,Bermuda,15,,,,2.0,13,,241.0,
140,New Caledonia,15,+1,,,,15,,53.0,
141,El Salvador,13,,,,,13,,2.0,
142,Tanzania,13,,,,1.0,12,,0.2,
143,Djibouti,12,+1,,,,12,,12.0,
144,Equatorial Guinea,12,,,,,12,,9.0,
145,Dominica,11,,,,,11,,153.0,
146,Mali,11,+7,,,,11,,0.5,
147,Mongolia,11,,,,,11,,3.0,
148,Saint Martin,11,,,,,11,,284.0,
149,Niger,10,,1.0,,,9,,0.4,0.04
150,Greenland,10,+4,,,2.0,8,,176.0,
151,Bahamas,9,,,,1.0,8,,23.0,
152,Eswatini,9,+3,,,,9,,8.0,
153,Cayman Islands,8,,1.0,,,7,,122.0,15.0
154,Guinea,8,+4,,,,8,,0.6,
155,Haiti,8,,,,,8,,0.7,
156,Myanmar,8,+3,,,,8,,0.1,
157,Namibia,8,,,,2.0,6,,3.0,
158,Suriname,8,,,,,8,,14.0,
159,Curaçao,7,,1.0,,2.0,4,,43.0,6.0
160,Gabon,7,,1.0,,,6,,3.0,0.4
161,Antigua and Barbuda,7,,,,,7,,71.0,
162,Grenada,7,,,,,7,,62.0,
163,Mozambique,7,,,,,7,,0.2,
164,Seychelles,7,,,,,7,,71.0,
165,Benin,6,,,,,6,,0.5,
166,Eritrea,6,,,,,6,,2.0,
167,Laos,6,,,,,6,,0.8,
168,Cabo Verde,5,,1.0,,,4,,9.0,2.0
169,Guyana,5,,1.0,,,4,,6.0,1.0
170,Zimbabwe,5,+2,1.0,,,4,,0.3,0.07
171,Fiji,5,,,,,5,,6.0,
172,Montserrat,5,,,,,5,,1002.0,
173,St. Barth,5,+2,,,,5,,506.0,
174,Syria,5,,,,,5,,0.3,
175,Nepal,4,+1,,,1.0,3,,0.1,
176,Angola,4,,,,,4,,0.1,
177,Congo,4,,,,,4,,0.7,
178,Vatican City,4,,,,,4,,4994.0,
179,Gambia,3,,1.0,,,2,,1.0,0.4
180,Sudan,3,,1.0,,,2,,0.07,0.02
181,Bhutan,3,+1,,,,3,,4.0,
182,CAR,3,,,,,3,,0.6,
183,Chad,3,,,,,3,,0.2,
184,Liberia,3,,,,,3,,0.6,
185,Mauritania,3,,,,,3,,0.6,
186,Saint Lucia,3,,,,1.0,2,,16.0,
187,Sint Maarten,3,,,,,3,,70.0,
188,Somalia,3,+1,,,,3,,0.2,
189,Nicaragua,2,,1.0,1.0,,1,,0.3,0.2
190,Anguilla,2,,,,,2,,133.0,
191,Belize,2,,,,,2,,5.0,
192,British Virgin Islands,2,,,,,2,,66.0,
193,Guinea-Bissau,2,,,,,2,,1.0,
194,Saint Kitts and Nevis,2,,,,,2,,38.0,
195,Turks and Caicos,2,,,,,2,,52.0,
196,Libya,1,,,,,1,,0.1,
197,Papua New Guinea,1,,,,,1,,0.1,
198,St. Vincent Grenadines,1,,,,,1,,9.0,
199,Timor-Leste,1,,,,,1,,0.8,
200,Total:,584007,52197,26822.0,2754.0,131428.0,425757,22086.0,74.9,3.4
