,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Tot Deaths/1M pop
113,Trinidad and Tobago,65,,1.0,,,64,,46.0,0.7
114,Bolivia,61,,,,,61,,5.0,
115,Liechtenstein,56,,,,,56,,1469.0,
116,DRC,51,,3.0,,,48,,0.6,0.03
117,Rwanda,50,,,,,50,,4.0,
118,Bangladesh,44,,5.0,,11.0,28,1.0,0.3,0.03
119,Kyrgyzstan,44,,,,,44,,7.0,
120,Paraguay,41,,3.0,,,38,1.0,6.0,0.4
121,Mayotte,36,,,,,36,,132.0,
122,Gibraltar,35,,,,13.0,22,,1039.0,
123,Macao,33,,,,10.0,23,,51.0,
124,Monaco,33,,,,1.0,32,,841.0,
125,Kenya,31,,1.0,,1.0,29,,0.6,0.02
126,French Polynesia,30,,,,,30,,107.0,
127,Aruba,28,,,,1.0,27,,262.0,
128,French Guiana,28,,,,6.0,22,,94.0,
129,Jamaica,26,,1.0,,2.0,23,,9.0,0.3
130,Guatemala,25,,1.0,,4.0,20,,1.0,0.06
131,Isle of Man,25,,,,,25,,294.0,
132,Barbados,24,,,,,24,,84.0,
133,Togo,24,,,,1.0,23,,3.0,
134,Madagascar,23,,,,,23,,0.8,
135,Zambia,16,,,,,16,,0.9,
136,Bermuda,15,,,,2.0,13,,241.0,
137,New Caledonia,14,,,,,14,,49.0,
138,Uganda,14,,,,,14,,0.3,
139,El Salvador,13,,,,,13,,2.0,
140,Maldives,13,,,,8.0,5,,24.0,
141,Tanzania,13,,,,,13,,0.2,
142,Equatorial Guinea,12,,,,,12,,9.0,
143,Ethiopia,12,,,,,12,,0.1,
144,Djibouti,11,,,,,11,,11.0,
145,Dominica,11,,,,,11,,153.0,
146,Mongolia,11,,,,,11,,3.0,
147,Saint Martin,11,,,,,11,,284.0,
148,Niger,10,,1.0,,,9,,0.4,0.04
149,Bahamas,9,,,,1.0,8,,23.0,
150,Cayman Islands,8,,1.0,,,7,,122.0,15.0
151,Haiti,8,,,,,8,,0.7,
152,Namibia,8,,,,2.0,6,,3.0,
153,Suriname,8,,,,,8,,14.0,
154,Curaçao,7,,1.0,,2.0,4,,43.0,6.0
155,Gabon,7,,1.0,,,6,,3.0,0.4
156,Antigua and Barbuda,7,,,,,7,,71.0,
157,Grenada,7,,,,,7,,62.0,
158,Mozambique,7,,,,,7,,0.2,
159,Seychelles,7,,,,,7,,71.0,
160,Benin,6,,,,,6,,0.5,
161,Eritrea,6,,,,,6,,2.0,
162,Greenland,6,,,,2.0,4,,106.0,
163,Laos,6,,,,,6,,0.8,
164,Eswatini,6,,,,,6,,5.0,
165,Cabo Verde,5,,1.0,,,4,,9.0,2.0
166,Guyana,5,,1.0,,,4,,6.0,1.0
167,Fiji,5,,,,,5,,6.0,
168,Montserrat,5,,,,,5,,1002.0,
169,Myanmar,5,,,,,5,,0.09,
170,Syria,5,,,,,5,,0.3,
171,Angola,4,,,,,4,,0.1,
172,Congo,4,,,,,4,,0.7,
173,Guinea,4,,,,,4,,0.3,
174,Vatican City,4,,,,,4,,4994.0,
175,Mali,4,,,,,4,,0.2,
176,Gambia,3,,1.0,,,2,,1.0,0.4
177,Sudan,3,,1.0,,,2,,0.07,0.02
178,Zimbabwe,3,,1.0,,,2,,0.2,0.07
179,Nepal,3,,,,1.0,2,,0.1,
180,CAR,3,,,,,3,,0.6,
181,Chad,3,,,,,3,,0.2,
182,Liberia,3,,,,,3,,0.6,
183,Mauritania,3,,,,,3,,0.6,
184,St. Barth,3,,,,,3,,304.0,
185,Saint Lucia,3,,,,1.0,2,,16.0,
186,Sint Maarten,3,,,,,3,,70.0,
187,Nicaragua,2,,1.0,1.0,,1,,0.3,0.2
188,Anguilla,2,,,,,2,,133.0,
189,Belize,2,,,,,2,,5.0,
190,Bhutan,2,,,,,2,,3.0,
191,British Virgin Islands,2,,,,,2,,66.0,
192,Guinea-Bissau,2,,,,,2,,1.0,
193,Saint Kitts and Nevis,2,,,,,2,,38.0,
194,Somalia,2,,,,,2,,0.1,
195,Turks and Caicos,2,,,,,2,,52.0,
196,Libya,1,,,,,1,,0.1,
197,Papua New Guinea,1,,,,,1,,0.1,
198,St. Vincent Grenadines,1,,,,,1,,9.0,
199,Timor-Leste,1,,,,,1,,0.8,
200,Total:,532224,415.0,24089.0,21.0,124326.0,383809,19357.0,68.3,3.1
