,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Tot Deaths/1M pop
179,Nepal,3,,,,1.0,2,,0.1,
180,Bhutan,3,+1,,,,3,,4.0,
181,CAR,3,,,,,3,,0.6,
182,Chad,3,,,,,3,,0.2,
183,Liberia,3,,,,,3,,0.6,
184,Mauritania,3,,,,,3,,0.6,
185,St. Barth,3,,,,,3,,304.0,
186,Saint Lucia,3,,,,1.0,2,,16.0,
187,Sint Maarten,3,,,,,3,,70.0,
188,Somalia,3,+1,,,,3,,0.2,
189,Nicaragua,2,,1.0,1.0,,1,,0.3,0.2
190,Anguilla,2,,,,,2,,133.0,
191,Belize,2,,,,,2,,5.0,
192,British Virgin Islands,2,,,,,2,,66.0,
193,Guinea-Bissau,2,,,,,2,,1.0,
194,Saint Kitts and Nevis,2,,,,,2,,38.0,
195,Turks and Caicos,2,,,,,2,,52.0,
196,Libya,1,,,,,1,,0.1,
197,Papua New Guinea,1,,,,,1,,0.1,
198,St. Vincent Grenadines,1,,,,,1,,9.0,
199,Timor-Leste,1,,,,,1,,0.8,
200,Total:,540832,9022,24293.0,225.0,125297.0,391242,19737.0,69.4,3.1
