,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Tot Deaths/1M pop
41,Philippines,803,+96,54.0,9.0,31.0,718,1.0,7.0,0.5
42,Singapore,732,+49,2.0,,183.0,547,17.0,125.0,0.3
43,Diamond Princess,712,,10.0,,597.0,105,15.0,,
44,Panama,674,,9.0,,2.0,663,20.0,156.0,2.0
45,Slovenia,632,+70,9.0,3.0,10.0,613,14.0,304.0,4.0
46,Argentina,589,,13.0,1.0,72.0,504,,13.0,0.3
47,Croatia,586,+91,3.0,,37.0,546,14.0,143.0,0.7
48,Mexico,585,+110,8.0,2.0,4.0,573,1.0,5.0,0.06
49,Dominican Republic,581,+93,20.0,10.0,3.0,558,,54.0,2.0
50,Peru,580,,9.0,,14.0,557,14.0,18.0,0.3
51,Estonia,575,+37,1.0,,11.0,563,7.0,433.0,0.8
52,Qatar,549,,,,43.0,506,6.0,191.0,
53,Serbia,528,+71,8.0,1.0,15.0,505,25.0,60.0,0.9
54,Hong Kong,518,+64,4.0,,111.0,403,5.0,69.0,0.5
55,Egypt,495,,24.0,,102.0,369,,5.0,0.2
56,Colombia,491,,6.0,,8.0,477,,10.0,0.1
57,Bahrain,466,+8,4.0,,227.0,235,1.0,274.0,2.0
58,Iraq,458,+76,40.0,4.0,122.0,296,,11.0,1.0
59,Lebanon,391,+23,7.0,1.0,23.0,361,3.0,57.0,1.0
60,New Zealand,368,,,,37.0,331,1.0,76.0,
61,Algeria,367,,25.0,,29.0,313,,8.0,0.6
62,Lithuania,345,+46,5.0,1.0,1.0,339,2.0,127.0,2.0
63,UAE,333,,2.0,,52.0,279,2.0,34.0,0.2
64,Armenia,329,+39,1.0,,28.0,300,6.0,111.0,0.3
65,Hungary,300,+39,10.0,,34.0,256,6.0,31.0,1.0
66,Bulgaria,293,+29,3.0,,9.0,281,8.0,42.0,0.4
67,Latvia,280,+36,,,1.0,279,,148.0,
68,Morocco,275,,11.0,,8.0,256,1.0,7.0,0.3
69,Slovakia,269,+43,,,2.0,267,1.0,49.0,
70,Andorra,267,+43,3.0,,1.0,263,11.0,3456.0,39.0
71,Taiwan,267,+15,2.0,,30.0,235,,11.0,0.08
72,Uruguay,238,,,,,238,3.0,69.0,
73,Bosnia and Herzegovina,231,+40,4.0,1.0,5.0,222,1.0,70.0,1.0
74,Costa Rica,231,,2.0,,2.0,227,5.0,45.0,0.4
75,Tunisia,227,+30,6.0,1.0,2.0,219,10.0,19.0,0.5
76,Ukraine,226,+30,5.0,,5.0,216,,5.0,0.1
77,Kuwait,225,+17,,,57.0,168,11.0,53.0,
78,San Marino,223,+15,21.0,,4.0,198,12.0,6572.0,619.0
79,North Macedonia,219,+18,3.0,,3.0,213,1.0,105.0,1.0
80,Jordan,212,,,,2.0,210,,21.0,
81,Moldova,199,+22,2.0,1.0,2.0,195,33.0,49.0,0.5
82,Albania,186,+12,8.0,2.0,31.0,147,3.0,65.0,3.0
83,Burkina Faso,180,+28,9.0,2.0,12.0,159,,9.0,0.4
84,Azerbaijan,165,+43,3.0,,15.0,147,6.0,16.0,0.3
85,Vietnam,163,+10,,,20.0,143,3.0,2.0,
86,Cyprus,146,,3.0,,4.0,139,3.0,121.0,2.0
87,Réunion,145,+10,,,1.0,144,,162.0,
88,Faeroe Islands,144,+4,,,54.0,90,2.0,2947.0,
89,Malta,139,+5,,,2.0,137,1.0,315.0,
90,Kazakhstan,137,+24,1.0,,3.0,133,,7.0,0.05
91,Ghana,136,+4,4.0,,1.0,131,1.0,4.0,0.1
92,Oman,131,+22,,,23.0,108,,26.0,
93,Senegal,119,+14,,,11.0,108,,7.0,
94,Brunei,115,+1,,,11.0,104,1.0,263.0,
95,Venezuela,107,,1.0,,31.0,75,2.0,4.0,0.04
96,Sri Lanka,106,,,,7.0,99,5.0,5.0,
97,Cambodia,99,+1,,,11.0,88,1.0,6.0,
98,Ivory Coast,96,,,,3.0,93,,4.0,
99,Afghanistan,94,,4.0,,2.0,88,,2.0,0.1
100,Mauritius,94,+13,2.0,,,92,1.0,74.0,2.0
101,Belarus,94,+8,,,32.0,62,2.0,10.0,
102,Palestine,91,+5,1.0,,17.0,73,,18.0,0.2
103,Cameroon,88,+13,2.0,1.0,2.0,84,,3.0,0.08
104,Uzbekistan,88,+13,1.0,1.0,5.0,82,8.0,3.0,0.03
105,Martinique,81,,1.0,,,80,12.0,216.0,3.0
106,Georgia,81,+2,,,13.0,68,1.0,20.0,
107,Cuba,80,+13,2.0,,4.0,74,2.0,7.0,0.2
108,Channel Islands,80,+14,1.0,,,79,,460.0,6.0
109,Guadeloupe,73,,1.0,,,72,4.0,182.0,2.0
110,Montenegro,70,+1,1.0,,,69,1.0,111.0,2.0
111,Honduras,68,+1,1.0,,,67,,7.0,0.1
112,Trinidad and Tobago,66,+1,2.0,1.0,1.0,63,,47.0,1.0
113,Nigeria,65,,1.0,,3.0,61,,0.3,0.0
114,Bolivia,61,,,,,61,,5.0,
115,Kyrgyzstan,58,+14,,,,58,,9.0,
116,Liechtenstein,56,,,,,56,,1469.0,
117,Gibraltar,55,+20,,,14.0,41,,1632.0,
118,Paraguay,52,+11,3.0,,1.0,48,1.0,7.0,0.4
119,DRC,51,,3.0,,2.0,46,,0.6,0.03
120,Mayotte,50,+14,,,,50,,183.0,
121,Rwanda,50,,,,,50,,4.0,
122,Bangladesh,48,+4,5.0,,11.0,32,1.0,0.3,0.03
123,Macao,34,+1,,,10.0,24,,52.0,
124,Monaco,33,,,,1.0,32,,841.0,
125,Kenya,31,,1.0,,1.0,29,,0.6,0.02
126,French Polynesia,30,,,,,30,,107.0,
127,Isle of Man,29,+3,,,,29,,341.0,
128,Aruba,28,,,,1.0,27,,262.0,
129,French Guiana,28,,,,6.0,22,,94.0,
130,Jamaica,26,,1.0,,2.0,23,,9.0,0.3
131,Guatemala,25,,1.0,,4.0,20,,1.0,0.06
132,Togo,25,+1,,,1.0,24,,3.0,
133,Barbados,24,,,,,24,,84.0,
134,Madagascar,24,+1,,,,24,,0.9,
135,Zambia,22,+6,,,,22,,1.0,
136,Uganda,18,+4,,,,18,,0.4,
137,Ethiopia,16,+4,,,,16,,0.1,
138,Bermuda,15,,,,2.0,13,,241.0,
139,New Caledonia,15,+1,,,,15,,53.0,
140,Maldives,14,+1,,,9.0,5,,26.0,
141,El Salvador,13,,,,,13,,2.0,
142,Tanzania,13,,,,1.0,12,,0.2,
143,Djibouti,12,+1,,,,12,,12.0,
144,Equatorial Guinea,12,,,,,12,,9.0,
145,Dominica,11,,,,,11,,153.0,
146,Mali,11,+7,,,,11,,0.5,
147,Mongolia,11,,,,,11,,3.0,
148,Saint Martin,11,,,,,11,,284.0,
149,Niger,10,,1.0,,,9,,0.4,0.04
150,Greenland,10,+4,,,2.0,8,,176.0,
151,Bahamas,9,,,,1.0,8,,23.0,
152,Cayman Islands,8,,1.0,,,7,,122.0,15.0
153,Guinea,8,+4,,,,8,,0.6,
154,Haiti,8,,,,,8,,0.7,
155,Namibia,8,,,,2.0,6,,3.0,
156,Suriname,8,,,,,8,,14.0,
157,Curaçao,7,,1.0,,2.0,4,,43.0,6.0
158,Gabon,7,,1.0,,,6,,3.0,0.4
159,Antigua and Barbuda,7,,,,,7,,71.0,
160,Grenada,7,,,,,7,,62.0,
161,Mozambique,7,,,,,7,,0.2,
162,Seychelles,7,,,,,7,,71.0,
163,Benin,6,,,,,6,,0.5,
164,Eritrea,6,,,,,6,,2.0,
165,Laos,6,,,,,6,,0.8,
166,Eswatini,6,,,,,6,,5.0,
167,Cabo Verde,5,,1.0,,,4,,9.0,2.0
168,Guyana,5,,1.0,,,4,,6.0,1.0
169,Zimbabwe,5,+2,1.0,,,4,,0.3,0.07
170,Fiji,5,,,,,5,,6.0,
171,Montserrat,5,,,,,5,,1002.0,
172,Myanmar,5,,,,,5,,0.09,
173,Syria,5,,,,,5,,0.3,
174,Nepal,4,+1,,,1.0,3,,0.1,
175,Angola,4,,,,,4,,0.1,
176,Congo,4,,,,,4,,0.7,
177,Vatican City,4,,,,,4,,4994.0,
178,Gambia,3,,1.0,,,2,,1.0,0.4
179,Sudan,3,,1.0,,,2,,0.07,0.02
180,Bhutan,3,+1,,,,3,,4.0,
181,CAR,3,,,,,3,,0.6,
182,Chad,3,,,,,3,,0.2,
183,Liberia,3,,,,,3,,0.6,
184,Mauritania,3,,,,,3,,0.6,
185,St. Barth,3,,,,,3,,304.0,
186,Saint Lucia,3,,,,1.0,2,,16.0,
187,Sint Maarten,3,,,,,3,,70.0,
188,Somalia,3,+1,,,,3,,0.2,
189,Nicaragua,2,,1.0,1.0,,1,,0.3,0.2
190,Anguilla,2,,,,,2,,133.0,
191,Belize,2,,,,,2,,5.0,
192,British Virgin Islands,2,,,,,2,,66.0,
193,Guinea-Bissau,2,,,,,2,,1.0,
194,Saint Kitts and Nevis,2,,,,,2,,38.0,
195,Turks and Caicos,2,,,,,2,,52.0,
196,Libya,1,,,,,1,,0.1,
197,Papua New Guinea,1,,,,,1,,0.1,
198,St. Vincent Grenadines,1,,,,,1,,9.0,
199,Timor-Leste,1,,,,,1,,0.8,
200,Total:,566316,34506,25424.0,1356.0,129360.0,411532,21416.0,72.7,3.3
