,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Tot Deaths/1M pop
50,Estonia,369,+17,,,7.0,362,4.0,278.0,
51,Mexico,367,+51,4.0,1.0,4.0,359,1.0,3.0,0.03
52,Egypt,366,,19.0,,68.0,279,,4.0,0.2
53,Panama,345,,6.0,,1.0,338,33.0,80.0,1.0
54,Iraq,316,+50,27.0,4.0,75.0,214,,8.0,0.7
55,Dominican Republic,312,+67,6.0,3.0,3.0,303,,29.0,0.6
56,Colombia,306,+29,3.0,,6.0,297,,6.0,0.06
57,Lebanon,304,+37,4.0,,8.0,292,4.0,45.0,0.6
58,Serbia,303,+54,3.0,,15.0,285,21.0,35.0,0.3
59,Argentina,301,,5.0,1.0,51.0,245,,7.0,0.1
60,Algeria,264,+34,19.0,2.0,65.0,180,,6.0,0.4
61,Armenia,249,+14,,,4.0,245,6.0,84.0,
62,UAE,248,+50,2.0,,45.0,201,2.0,25.0,0.2
63,Bulgaria,218,+17,3.0,,3.0,212,8.0,31.0,0.4
64,Taiwan,216,+21,2.0,,29.0,185,,9.0,0.08
65,Slovakia,204,+18,,,7.0,197,2.0,37.0,
66,Lithuania,203,+24,1.0,,1.0,201,1.0,75.0,0.4
67,Latvia,197,+17,,,1.0,196,,104.0,
68,Kuwait,191,+2,,,39.0,152,5.0,45.0,
69,San Marino,187,,21.0,1.0,4.0,162,12.0,5511.0,619.0
70,Hungary,187,+20,9.0,1.0,21.0,157,6.0,19.0,0.9
71,Morocco,170,+27,4.0,,5.0,161,1.0,5.0,0.1
72,Andorra,164,+31,1.0,,1.0,162,7.0,2123.0,13.0
73,Uruguay,162,,,,,162,3.0,47.0,
74,Costa Rica,158,,2.0,,2.0,154,2.0,31.0,0.4
75,New Zealand,155,+53,,,12.0,143,,32.0,
76,Bosnia and Herzegovina,154,+18,2.0,1.0,2.0,150,1.0,47.0,0.6
77,North Macedonia,148,+12,2.0,,1.0,145,1.0,71.0,1.0
78,Vietnam,134,+11,,,17.0,117,3.0,1.0,
79,Jordan,127,,,,1.0,126,,12.0,
80,Moldova,125,+16,1.0,,2.0,122,10.0,31.0,0.2
81,Albania,123,+19,5.0,1.0,10.0,108,2.0,43.0,2.0
82,Faeroe Islands,122,+4,,,23.0,99,,2497.0,
83,Cyprus,116,,3.0,2.0,3.0,110,3.0,96.0,2.0
84,Burkina Faso,114,+15,4.0,,7.0,103,,5.0,0.2
85,Tunisia,114,+25,3.0,,1.0,110,11.0,10.0,0.3
86,Malta,110,+3,,,2.0,108,1.0,249.0,
87,Brunei,104,+13,,,2.0,102,2.0,238.0,
88,Sri Lanka,102,+5,,,2.0,100,2.0,5.0,
89,Ukraine,97,+24,3.0,,1.0,93,,2.0,0.07
90,Cambodia,91,+4,,,4.0,87,1.0,5.0,
91,Azerbaijan,87,+15,1.0,,10.0,76,6.0,9.0,0.1
92,Senegal,86,+7,,,8.0,78,,5.0,
93,Oman,84,+18,,,17.0,67,,16.0,
94,Venezuela,84,,,,15.0,69,2.0,3.0,
95,Belarus,81,,,,22.0,59,,9.0,
96,Réunion,75,+4,,,1.0,74,,84.0,
97,Afghanistan,74,+34,1.0,,1.0,72,,2.0,0.03
98,Georgia,70,+9,,,9.0,61,1.0,18.0,
99,Kazakhstan,68,+6,,,,68,,4.0,
100,Cameroon,66,+10,,,2.0,64,,2.0,
101,Guadeloupe,62,,1.0,,,61,4.0,155.0,2.0
102,Palestine,60,+1,,,16.0,44,,12.0,
103,Martinique,53,,1.0,,,52,7.0,141.0,3.0
104,Trinidad and Tobago,53,+2,,,,53,,38.0,
105,Ghana,52,+25,2.0,,,50,,2.0,0.06
106,Liechtenstein,51,,,,,51,,1338.0,
107,Uzbekistan,50,+4,,,,50,,1.0,
108,Cuba,48,+8,1.0,,,47,2.0,4.0,0.09
109,DRC,45,+9,2.0,,,43,,0.5,0.02
110,Mauritius,42,+6,2.0,,,40,1.0,33.0,2.0
111,Nigeria,42,+2,1.0,,2.0,39,,0.2,0.0
112,Kyrgyzstan,42,+26,,,,42,,6.0,
113,Bangladesh,39,+6,4.0,1.0,5.0,30,,0.2,0.02
114,Puerto Rico,39,+8,2.0,,1.0,36,,14.0,0.7
115,Channel Islands,36,,,,,36,,207.0,
116,Mayotte,36,+12,,,,36,,132.0,
117,Rwanda,36,,,,,36,,3.0,
118,Guam,32,+3,1.0,,,31,,190.0,6.0
119,Honduras,30,,,,,30,,3.0,
120,Montenegro,29,+2,1.0,,,28,,46.0,2.0
121,Bolivia,28,+1,,,,28,,2.0,
122,Paraguay,27,+5,2.0,1.0,,25,1.0,4.0,0.3
123,Macao,26,+1,,,10.0,16,,40.0,
124,Ivory Coast,25,,,,2.0,23,,0.9,
125,Kenya,25,+9,,,,25,,0.5,
126,Monaco,23,,,,1.0,22,,586.0,
127,French Guiana,23,+3,,,6.0,17,,77.0,
128,French Polynesia,23,+5,,,,23,,82.0,
129,Isle of Man,23,+10,,,,23,,270.0,
130,Jamaica,21,+2,1.0,,2.0,18,,7.0,0.3
131,Guatemala,20,,1.0,,,19,,1.0,0.06
132,Guyana,20,,1.0,,,19,,25.0,1.0
133,Togo,20,+2,,,1.0,19,,2.0,
134,Barbados,17,,,,,17,,59.0,
135,Madagascar,17,+5,,,,17,,0.6,
136,U.S. Virgin Islands,17,,,,,17,,163.0,
137,Gibraltar,15,,,,5.0,10,,445.0,
138,Maldives,13,,,,5.0,8,,24.0,
139,Aruba,12,+3,,,1.0,11,,112.0,
140,Ethiopia,12,+1,,,,12,,0.1,
141,Tanzania,12,,,,,12,,0.2,
142,Mongolia,10,,,,,10,,3.0,
143,New Caledonia,10,+2,,,,10,,35.0,
144,Equatorial Guinea,9,,,,,9,,6.0,
145,Uganda,9,,,,,9,,0.2,
146,Saint Martin,8,,,,,8,,207.0,
147,Seychelles,7,,,,,7,,71.0,
148,Gabon,6,,1.0,,,5,,3.0,0.4
149,Benin,6,,,,,6,,0.5,
150,Bermuda,6,,,,,6,,96.0,
151,Haiti,6,,,,,6,,0.5,
152,Namibia,6,+2,,,,6,,2.0,
153,Suriname,6,+1,,,,6,,10.0,
154,Cayman Islands,5,,1.0,,,4,,76.0,15.0
155,El Salvador,5,+2,,,,5,,0.8,
156,Greenland,5,+1,,,2.0,3,,88.0,
157,Curaçao,4,,1.0,,,3,,24.0,6.0
158,Bahamas,4,,,,,4,,10.0,
159,Congo,4,,,,,4,,0.7,
160,Fiji,4,+1,,,,4,,4.0,
161,Guinea,4,,,,,4,,0.3,
162,Eswatini,4,,,,,4,,3.0,
163,Cabo Verde,3,,1.0,1.0,,2,,5.0,2.0
164,Gambia,3,+1,1.0,,,2,,1.0,0.4
165,Sudan,3,+1,1.0,,,2,,0.07,0.02
166,Zimbabwe,3,,1.0,,,2,,0.2,0.07
167,Angola,3,,,,,3,,0.09,
168,Antigua and Barbuda,3,,,,,3,,31.0,
169,CAR,3,,,,,3,,0.6,
170,Chad,3,+1,,,,3,,0.2,
171,Djibouti,3,,,,,3,,3.0,
172,Liberia,3,,,,,3,,0.6,
173,Mozambique,3,+2,,,,3,,0.1,
174,Niger,3,,,,,3,,0.1,
175,St. Barth,3,,,,,3,,304.0,
176,Saint Lucia,3,,,,,3,,16.0,
177,Zambia,3,,,,,3,,0.2,
178,Nepal,2,,,,1.0,1,,0.07,
179,Bhutan,2,,,,,2,,3.0,
180,Dominica,2,,,,,2,,28.0,
181,Laos,2,+2,,,,2,,0.3,
182,Mauritania,2,,,,,2,,0.4,
183,Myanmar,2,,,,,2,,0.04,
184,Nicaragua,2,,,,,2,,0.3,
185,Sint Maarten,2,,,,,2,,47.0,
186,Belize,1,,,,,1,,3.0,
187,Eritrea,1,,,,,1,,0.3,
188,Grenada,1,,,,,1,,9.0,
189,Vatican City,1,,,,,1,,1248.0,
190,Montserrat,1,,,,,1,,200.0,
191,Papua New Guinea,1,,,,,1,,0.1,
192,St. Vincent Grenadines,1,,,,,1,,9.0,
193,Somalia,1,,,,,1,,0.06,
194,Syria,1,,,,,1,,0.06,
195,Timor-Leste,1,,,,,1,,0.8,
196,Turks and Caicos,1,,,,,1,,26.0,
197,Total:,407660,28878,18250.0,1743.0,104714.0,284696,12547.0,52.3,2.3
