,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Tot Deaths/1M pop
68,Kuwait,191,+2,,,39.0,152,5.0,45.0,
69,San Marino,187,,21.0,1.0,4.0,162,12.0,5511.0,619.0
70,Hungary,187,+20,9.0,1.0,21.0,157,6.0,19.0,0.9
71,Costa Rica,177,+19,2.0,,2.0,173,4.0,35.0,0.4
72,Morocco,170,+27,5.0,1.0,6.0,159,1.0,5.0,0.1
73,Bosnia and Herzegovina,166,+30,3.0,2.0,2.0,161,1.0,51.0,0.9
74,Andorra,164,+31,1.0,,1.0,162,7.0,2123.0,13.0
75,Uruguay,162,,,,,162,3.0,47.0,
76,New Zealand,155,+53,,,12.0,143,,32.0,
77,Jordan,154,+27,,,1.0,153,,15.0,
78,North Macedonia,148,+12,2.0,,1.0,145,1.0,71.0,1.0
79,Vietnam,134,+11,,,17.0,117,3.0,1.0,
80,Moldova,125,+16,1.0,,2.0,122,10.0,31.0,0.2
81,Cyprus,124,+8,3.0,2.0,3.0,118,3.0,103.0,2.0
82,Albania,123,+19,5.0,1.0,10.0,108,2.0,43.0,2.0
83,Faeroe Islands,122,+4,,,33.0,89,,2497.0,
84,Burkina Faso,114,+15,4.0,,7.0,103,,5.0,0.2
85,Tunisia,114,+25,3.0,,1.0,110,11.0,10.0,0.3
86,Malta,110,+3,,,2.0,108,1.0,249.0,
87,Brunei,104,+13,,,2.0,102,2.0,238.0,
88,Sri Lanka,102,+5,,,2.0,100,2.0,5.0,
89,Ukraine,97,+24,3.0,,1.0,93,,2.0,0.07
90,Réunion,94,+23,,,1.0,93,,105.0,
91,Cambodia,91,+4,,,4.0,87,1.0,5.0,
92,Azerbaijan,87,+15,1.0,,10.0,76,6.0,9.0,0.1
93,Senegal,86,+7,,,8.0,78,,5.0,
94,Oman,84,+18,,,17.0,67,,16.0,
95,Venezuela,84,,,,15.0,69,2.0,3.0,
96,Belarus,81,,,,22.0,59,,9.0,
97,Afghanistan,74,+34,1.0,,1.0,72,,2.0,0.03
98,Ivory Coast,73,+48,,,2.0,71,,3.0,
99,Kazakhstan,72,+10,,,,72,,4.0,
100,Georgia,70,+9,,,9.0,61,1.0,18.0,
101,Cameroon,66,+10,,,2.0,64,,2.0,
102,Guadeloupe,62,,1.0,,,61,4.0,155.0,2.0
103,Palestine,60,+1,,,16.0,44,,12.0,
104,Martinique,57,+4,1.0,,,56,7.0,152.0,3.0
105,Trinidad and Tobago,57,+6,,,,57,,41.0,
106,Ghana,53,+26,2.0,,,51,,2.0,0.06
107,Liechtenstein,51,,,,,51,,1338.0,
108,Uzbekistan,50,+4,,,,50,,1.0,
109,Cuba,48,+8,1.0,,1.0,46,2.0,4.0,0.09
110,Montenegro,47,+20,1.0,,,46,,75.0,2.0
111,DRC,45,+9,2.0,,,43,,0.5,0.02
112,Nigeria,44,+4,1.0,,2.0,41,,0.2,0.0
113,Mauritius,42,+6,2.0,,,40,1.0,33.0,2.0
114,Kyrgyzstan,42,+26,,,,42,,6.0,
115,Rwanda,40,+4,,,,40,,3.0,
116,Bangladesh,39,+6,4.0,1.0,5.0,30,,0.2,0.02
117,Puerto Rico,39,+8,2.0,,1.0,36,,14.0,0.7
118,Channel Islands,36,,,,,36,,207.0,
119,Mayotte,36,+12,,,,36,,132.0,
120,Guam,32,+3,1.0,,,31,,190.0,6.0
121,Honduras,30,,,,,30,,3.0,
122,Bolivia,29,+2,,,,29,,2.0,
123,Macao,28,+3,,,10.0,18,,43.0,
124,Paraguay,27,+5,2.0,1.0,,25,1.0,4.0,0.3
125,French Polynesia,25,+7,,,,25,,89.0,
126,Kenya,25,+9,,,,25,,0.5,
127,Guyana,23,+3,1.0,,,22,,29.0,1.0
128,Monaco,23,,,,1.0,22,,586.0,
129,French Guiana,23,+3,,,6.0,17,,77.0,
130,Isle of Man,23,+10,,,,23,,270.0,
131,Guatemala,21,+1,1.0,,,20,,1.0,0.06
132,Jamaica,21,+2,1.0,,2.0,18,,7.0,0.3
133,Togo,20,+2,,,1.0,19,,2.0,
134,Barbados,18,+1,,,,18,,63.0,
135,Madagascar,17,+5,,,,17,,0.6,
136,U.S. Virgin Islands,17,,,,,17,,163.0,
137,Gibraltar,15,,,,5.0,10,,445.0,
138,Maldives,13,,,,5.0,8,,24.0,
139,Aruba,12,+3,,,1.0,11,,112.0,
140,Ethiopia,12,+1,,,,12,,0.1,
141,Tanzania,12,,,,,12,,0.2,
142,Mongolia,10,,,,,10,,3.0,
143,New Caledonia,10,+2,,,,10,,35.0,
144,Equatorial Guinea,9,,,,,9,,6.0,
145,Uganda,9,,,,,9,,0.2,
146,Saint Martin,8,,,,,8,,207.0,
147,Haiti,7,+1,,,,7,,0.6,
148,Namibia,7,+3,,,2.0,5,,3.0,
149,Seychelles,7,,,,,7,,71.0,
150,Suriname,7,+2,,,,7,,12.0,
151,Cayman Islands,6,+1,1.0,,,5,,91.0,15.0
152,Curaçao,6,+2,1.0,,,5,,37.0,6.0
153,Gabon,6,,1.0,,,5,,3.0,0.4
154,Benin,6,,,,,6,,0.5,
155,Bermuda,6,,,,,6,,96.0,
156,El Salvador,5,+2,,,,5,,0.8,
157,Greenland,5,+1,,,2.0,3,,88.0,
158,Bahamas,4,,,,,4,,10.0,
159,Congo,4,,,,,4,,0.7,
160,Fiji,4,+1,,,,4,,4.0,
161,Guinea,4,,,,,4,,0.3,
162,Vatican City,4,+3,,,,4,,4994.0,
163,Eswatini,4,,,,,4,,3.0,
164,Cabo Verde,3,,1.0,1.0,,2,,5.0,2.0
165,Gambia,3,+1,1.0,,,2,,1.0,0.4
166,Sudan,3,+1,1.0,,,2,,0.07,0.02
167,Zimbabwe,3,,1.0,,,2,,0.2,0.07
168,Angola,3,,,,,3,,0.09,
169,Antigua and Barbuda,3,,,,,3,,31.0,
170,CAR,3,,,,,3,,0.6,
171,Chad,3,+1,,,,3,,0.2,
172,Djibouti,3,,,,,3,,3.0,
173,Liberia,3,,,,,3,,0.6,
174,Mozambique,3,+2,,,,3,,0.1,
175,Myanmar,3,+1,,,,3,,0.06,
176,Niger,3,,,,,3,,0.1,
177,St. Barth,3,,,,,3,,304.0,
178,Saint Lucia,3,,,,,3,,16.0,
179,Zambia,3,,,,,3,,0.2,
180,Nepal,2,,,,1.0,1,,0.07,
181,Bhutan,2,,,,,2,,3.0,
182,Dominica,2,,,,,2,,28.0,
183,Laos,2,+2,,,,2,,0.3,
184,Mauritania,2,,,,,2,,0.4,
185,Nicaragua,2,,,,,2,,0.3,
186,Sint Maarten,2,,,,,2,,47.0,
187,Belize,1,,,,,1,,3.0,
188,Eritrea,1,,,,,1,,0.3,
189,Grenada,1,,,,,1,,9.0,
190,Montserrat,1,,,,,1,,200.0,
191,Papua New Guinea,1,,,,,1,,0.1,
192,St. Vincent Grenadines,1,,,,,1,,9.0,
193,Somalia,1,,,,,1,,0.06,
194,Syria,1,,,,,1,,0.06,
195,Timor-Leste,1,,,,,1,,0.8,
196,Turks and Caicos,1,,,,,1,,26.0,
197,Total:,417823,38963,18605.0,2091.0,108312.0,290906,12981.0,53.6,2.4
