,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Tot Deaths/1M pop
65,Hungary,261,35.0,10.0,,28.0,223,6.0,27.0,1.0
66,Taiwan,252,17.0,2.0,,29.0,221,,11.0,0.08
67,Bulgaria,243,1.0,3.0,,4.0,236,8.0,35.0,0.4
68,Morocco,225,,6.0,,7.0,212,1.0,6.0,0.2
69,Latvia,221,,,,1.0,220,,117.0,
70,Uruguay,217,,,,,217,3.0,62.0,
71,Slovakia,216,,,,7.0,209,2.0,40.0,
72,San Marino,208,,21.0,,4.0,183,12.0,6130.0,619.0
73,Costa Rica,201,,2.0,,2.0,197,4.0,39.0,0.4
74,Kuwait,195,,,,43.0,152,6.0,46.0,
75,Andorra,188,,1.0,,1.0,186,6.0,2433.0,13.0
76,North Macedonia,177,,3.0,,1.0,173,1.0,85.0,1.0
77,Bosnia and Herzegovina,176,,3.0,,2.0,171,1.0,54.0,0.9
78,Tunisia,173,,5.0,,2.0,166,11.0,15.0,0.4
79,Jordan,172,,,,1.0,171,,17.0,
80,Moldova,149,,1.0,,2.0,146,20.0,37.0,0.2
81,Vietnam,148,,,,17.0,131,3.0,2.0,
82,Albania,146,,5.0,,17.0,124,3.0,51.0,2.0
83,Burkina Faso,146,,4.0,,10.0,132,,7.0,0.2
84,Ukraine,145,,5.0,,1.0,139,,3.0,0.1
85,Cyprus,132,,3.0,,3.0,126,3.0,109.0,2.0
86,Faeroe Islands,132,,,,38.0,94,2.0,2701.0,
87,Malta,129,,,,2.0,127,1.0,292.0,
88,Réunion,111,,,,1.0,110,,124.0,
89,Brunei,109,,,,2.0,107,1.0,249.0,
90,Venezuela,106,,,,15.0,91,2.0,4.0,
91,Sri Lanka,102,,,,3.0,99,2.0,5.0,
92,Oman,99,,,,17.0,82,,19.0,
93,Senegal,99,,,,9.0,90,,6.0,
94,Kazakhstan,97,16.0,,,2.0,95,,5.0,
95,Cambodia,96,,,,10.0,86,1.0,6.0,
96,Azerbaijan,93,,2.0,,10.0,81,6.0,9.0,0.2
97,Belarus,86,,,,29.0,57,2.0,9.0,
98,Afghanistan,84,,2.0,,2.0,80,,2.0,0.05
99,Ivory Coast,80,,,,3.0,77,,3.0,
100,Georgia,77,2.0,,,10.0,67,1.0,19.0,
101,Cameroon,75,,1.0,,2.0,72,,3.0,0.04
102,Guadeloupe,73,,1.0,,,72,4.0,182.0,2.0
103,Palestine,73,2.0,1.0,,17.0,55,,14.0,0.2
104,Ghana,68,,4.0,,,64,,2.0,0.1
105,Montenegro,67,14.0,1.0,,,66,1.0,107.0,2.0
106,Martinique,66,,1.0,,,65,7.0,176.0,3.0
107,Uzbekistan,65,5.0,,,,65,4.0,2.0,
108,Trinidad and Tobago,60,,1.0,,,59,,43.0,0.7
109,Cuba,57,,1.0,,1.0,55,2.0,5.0,0.09
110,Honduras,52,,,,,52,,5.0,
111,Nigeria,51,,1.0,,2.0,48,,0.2,0.0
112,Liechtenstein,51,,,,,51,,1338.0,
113,DRC,48,,2.0,,,46,,0.5,0.02
114,Mauritius,48,,2.0,,,46,1.0,38.0,2.0
115,Channel Islands,46,,1.0,1.0,,45,,265.0,6.0
116,Kyrgyzstan,44,,,,,44,,7.0,
117,Rwanda,41,,,,,41,,3.0,
118,Bangladesh,39,,5.0,,7.0,27,,0.2,0.03
119,Bolivia,38,6.0,,,,38,,3.0,
120,Paraguay,37,,3.0,,,34,1.0,5.0,0.4
121,Mayotte,36,,,,,36,,132.0,
122,Macao,31,,,,10.0,21,,48.0,
123,Monaco,31,,,,1.0,30,,790.0,
124,French Guiana,28,,,,6.0,22,,94.0,
125,Kenya,28,,,,1.0,27,,0.5,
126,Jamaica,26,,1.0,,2.0,23,,9.0,0.3
127,Gibraltar,26,,,,5.0,21,,772.0,
128,French Polynesia,25,,,,,25,,89.0,
129,Guatemala,24,,1.0,,4.0,19,,1.0,0.06
130,Isle of Man,23,,,,,23,,270.0,
131,Togo,23,,,,1.0,22,,3.0,
132,Aruba,19,,,,1.0,18,,178.0,
133,Madagascar,19,,,,,19,,0.7,
134,Barbados,18,,,,,18,,63.0,
135,New Caledonia,14,,,,,14,,49.0,
136,Uganda,14,,,,,14,,0.3,
137,El Salvador,13,4.0,,,,13,,2.0,
138,Maldives,13,,,,8.0,5,,24.0,
139,Tanzania,13,,,,,13,,0.2,
140,Ethiopia,12,,,,,12,,0.1,
141,Zambia,12,,,,,12,,0.7,
142,Djibouti,11,,,,,11,,11.0,
143,Dominica,11,,,,,11,,153.0,
144,Mongolia,11,1.0,,,,11,,3.0,
145,Saint Martin,11,,,,,11,,284.0,
146,Equatorial Guinea,9,,,,,9,,6.0,
147,Cayman Islands,8,,1.0,,,7,,122.0,15.0
148,Haiti,8,,,,,8,,0.7,
149,Suriname,8,,,,,8,,14.0,
150,Gabon,7,1.0,1.0,,,6,,3.0,0.4
151,Niger,7,,1.0,,,6,,0.3,0.04
152,Bermuda,7,,,,,7,,112.0,
153,Namibia,7,,,,2.0,5,,3.0,
154,Seychelles,7,,,,,7,,71.0,
155,Curaçao,6,,1.0,,2.0,3,,37.0,6.0
156,Benin,6,,,,,6,,0.5,
157,Greenland,6,,,,2.0,4,,106.0,
158,Guyana,5,,1.0,,,4,,6.0,1.0
159,Bahamas,5,,,,1.0,4,,13.0,
160,Fiji,5,,,,,5,,6.0,
161,Mozambique,5,,,,,5,,0.2,
162,Syria,5,,,,,5,,0.3,
163,Cabo Verde,4,,1.0,,,3,,7.0,2.0
164,Congo,4,,,,,4,,0.7,
165,Eritrea,4,,,,,4,,1.0,
166,Guinea,4,,,,,4,,0.3,
167,Vatican City,4,,,,,4,,4994.0,
168,Eswatini,4,,,,,4,,3.0,
169,Gambia,3,,1.0,,,2,,1.0,0.4
170,Sudan,3,,1.0,,,2,,0.07,0.02
171,Zimbabwe,3,,1.0,,,2,,0.2,0.07
172,Nepal,3,,,,1.0,2,,0.1,
173,Angola,3,,,,,3,,0.09,
174,Antigua and Barbuda,3,,,,,3,,31.0,
175,CAR,3,,,,,3,,0.6,
176,Chad,3,,,,,3,,0.2,
177,Laos,3,,,,,3,,0.4,
178,Liberia,3,,,,,3,,0.6,
179,Myanmar,3,,,,,3,,0.06,
180,St. Barth,3,,,,,3,,304.0,
181,Saint Lucia,3,,,,,3,,16.0,
182,Sint Maarten,3,,,,,3,,70.0,
183,Belize,2,,,,,2,,5.0,
184,Bhutan,2,,,,,2,,3.0,
185,British Virgin Islands,2,,,,,2,,66.0,
186,Guinea-Bissau,2,,,,,2,,1.0,
187,Mali,2,,,,,2,,0.1,
188,Mauritania,2,,,,,2,,0.4,
189,Nicaragua,2,,,,,2,,0.3,
190,Saint Kitts and Nevis,2,,,,,2,,38.0,
191,Grenada,1,,,,,1,,9.0,
192,Libya,1,,,,,1,,0.1,
193,Montserrat,1,,,,,1,,200.0,
194,Papua New Guinea,1,,,,,1,,0.1,
195,St. Vincent Grenadines,1,,,,,1,,9.0,
196,Somalia,1,,,,,1,,0.06,
197,Timor-Leste,1,,,,,1,,0.8,
198,Turks and Caicos,1,,,,,1,,26.0,
199,Total:,472368,1400.0,21304.0,26.0,114718.0,336346,14799.0,60.6,2.7
