,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Tot Deaths/1M pop
60,Algeria,367,+65,25.0,4.0,29.0,313,,8.0,0.6
61,UAE,333,,2.0,,52.0,279,2.0,34.0,0.2
62,Lithuania,299,+25,4.0,,1.0,294,1.0,110.0,1.0
63,Armenia,290,+25,1.0,1.0,18.0,271,6.0,98.0,0.3
64,New Zealand,283,,,,27.0,256,,59.0,
65,Morocco,275,+50,10.0,4.0,8.0,257,1.0,7.0,0.3
66,Bulgaria,264,+22,3.0,,8.0,253,8.0,38.0,0.4
67,Hungary,261,+35,10.0,,28.0,223,6.0,27.0,1.0
68,Taiwan,252,+17,2.0,,29.0,221,,11.0,0.08
69,Latvia,244,+23,,,1.0,243,,129.0,
70,Costa Rica,231,+30,2.0,,2.0,227,5.0,45.0,0.4
71,Slovakia,226,+10,,,2.0,224,2.0,41.0,
72,Andorra,224,+36,3.0,2.0,1.0,220,6.0,2899.0,39.0
73,Uruguay,217,,,,,217,3.0,62.0,
74,Jordan,212,+40,,,1.0,211,,21.0,
75,San Marino,208,,21.0,,4.0,183,12.0,6130.0,619.0
76,Kuwait,208,+13,,,49.0,159,7.0,49.0,
77,North Macedonia,201,+24,3.0,,3.0,195,1.0,96.0,1.0
78,Tunisia,197,+24,6.0,1.0,2.0,189,10.0,17.0,0.5
79,Ukraine,196,+51,5.0,,1.0,190,,4.0,0.1
80,Bosnia and Herzegovina,189,+13,3.0,,2.0,184,1.0,58.0,0.9
81,Moldova,177,+28,1.0,,2.0,174,28.0,44.0,0.2
82,Albania,174,+28,6.0,1.0,17.0,151,3.0,60.0,2.0
83,Vietnam,153,+5,,,20.0,133,3.0,2.0,
84,Burkina Faso,152,+6,7.0,3.0,10.0,135,,7.0,0.3
85,Cyprus,146,+14,3.0,,4.0,139,3.0,121.0,2.0
86,Faeroe Islands,140,+8,,,47.0,93,,2865.0,
87,Réunion,135,+24,,,1.0,134,,151.0,
88,Malta,134,+5,,,2.0,132,1.0,303.0,
89,Ghana,132,+64,4.0,,1.0,127,,4.0,0.1
90,Azerbaijan,122,+29,3.0,1.0,15.0,104,6.0,12.0,0.3
91,Brunei,114,+5,,,5.0,109,1.0,261.0,
92,Kazakhstan,111,+30,1.0,1.0,2.0,108,,6.0,0.05
93,Oman,109,+10,,,23.0,86,,21.0,
94,Venezuela,107,+1,,,15.0,92,2.0,4.0,
95,Sri Lanka,106,+4,,,7.0,99,3.0,5.0,
96,Senegal,105,+6,,,9.0,96,,6.0,
97,Cambodia,96,,,,10.0,86,1.0,6.0,
98,Ivory Coast,96,+16,,,3.0,93,,4.0,
99,Afghanistan,94,+10,4.0,2.0,2.0,88,,2.0,0.1
100,Belarus,86,,,,29.0,57,2.0,9.0,
101,Palestine,84,+13,1.0,,17.0,66,,16.0,0.2
102,Mauritius,81,+33,2.0,,,79,1.0,64.0,2.0
103,Georgia,79,+4,,,11.0,68,1.0,20.0,
104,Cameroon,75,,1.0,,2.0,72,,3.0,0.04
105,Uzbekistan,75,+15,,,,75,4.0,2.0,
106,Guadeloupe,73,,1.0,,,72,4.0,182.0,2.0
107,Montenegro,69,+16,1.0,,,68,1.0,110.0,2.0
108,Cuba,67,+10,1.0,,1.0,65,2.0,6.0,0.09
109,Channel Islands,66,+20,1.0,1.0,,65,,380.0,6.0
110,Martinique,66,,1.0,,,65,7.0,176.0,3.0
111,Nigeria,65,+14,1.0,,2.0,62,,0.3,0.0
112,Trinidad and Tobago,65,+5,1.0,,,64,,46.0,0.7
113,Liechtenstein,56,+5,,,,56,,1469.0,
114,Honduras,52,,1.0,1.0,,51,,5.0,0.1
115,DRC,51,+3,3.0,1.0,,48,,0.6,0.03
116,Bangladesh,44,+5,5.0,,11.0,28,1.0,0.3,0.03
117,Kyrgyzstan,44,,,,,44,,7.0,
118,Bolivia,43,+11,,,,43,,4.0,
119,Paraguay,41,+4,3.0,,,38,1.0,6.0,0.4
120,Rwanda,41,,,,,41,,3.0,
121,Mayotte,36,,,,,36,,132.0,
122,Gibraltar,35,+9,,,13.0,22,,1039.0,
123,Monaco,33,+2,,,1.0,32,,841.0,
124,Kenya,31,+3,1.0,1.0,1.0,29,,0.6,0.02
125,Macao,31,,,,10.0,21,,48.0,
126,French Polynesia,30,+5,,,,30,,107.0,
127,French Guiana,28,,,,6.0,22,,94.0,
128,Jamaica,26,,1.0,,2.0,23,,9.0,0.3
129,Isle of Man,25,+2,,,,25,,294.0,
130,Guatemala,24,,1.0,,4.0,19,,1.0,0.06
131,Madagascar,23,+4,,,,23,,0.8,
132,Togo,23,,,,1.0,22,,3.0,
133,Aruba,19,,,,1.0,18,,178.0,
134,Barbados,18,,,,,18,,63.0,
135,Zambia,16,+4,,,,16,,0.9,
136,New Caledonia,14,,,,,14,,49.0,
137,Uganda,14,,,,,14,,0.3,
138,El Salvador,13,+4,,,,13,,2.0,
139,Maldives,13,,,,8.0,5,,24.0,
140,Tanzania,13,,,,,13,,0.2,
141,Equatorial Guinea,12,+3,,,,12,,9.0,
142,Ethiopia,12,,,,,12,,0.1,
143,Djibouti,11,,,,,11,,11.0,
144,Dominica,11,,,,,11,,153.0,
145,Mongolia,11,+1,,,,11,,3.0,
146,Saint Martin,11,,,,,11,,284.0,
147,Niger,10,+3,1.0,,,9,,0.4,0.04
148,Cayman Islands,8,,1.0,,,7,,122.0,15.0
149,Haiti,8,,,,,8,,0.7,
150,Namibia,8,+1,,,2.0,6,,3.0,
151,Suriname,8,,,,,8,,14.0,
152,Gabon,7,+1,1.0,,,6,,3.0,0.4
153,Bermuda,7,,,,2.0,5,,112.0,
154,Grenada,7,+6,,,,7,,62.0,
155,Mozambique,7,+2,,,,7,,0.2,
156,Seychelles,7,,,,,7,,71.0,
157,Curaçao,6,,1.0,,2.0,3,,37.0,6.0
158,Benin,6,,,,,6,,0.5,
159,Greenland,6,,,,2.0,4,,106.0,
160,Laos,6,+3,,,,6,,0.8,
161,Eswatini,6,+2,,,,6,,5.0,
162,Guyana,5,,1.0,,,4,,6.0,1.0
163,Bahamas,5,,,,1.0,4,,13.0,
164,Fiji,5,,,,,5,,6.0,
165,Syria,5,,,,,5,,0.3,
166,Cabo Verde,4,,1.0,,,3,,7.0,2.0
167,Angola,4,+1,,,,4,,0.1,
168,Congo,4,,,,,4,,0.7,
169,Eritrea,4,,,,,4,,1.0,
170,Guinea,4,,,,,4,,0.3,
171,Vatican City,4,,,,,4,,4994.0,
172,Mali,4,+2,,,,4,,0.2,
173,Gambia,3,,1.0,,,2,,1.0,0.4
174,Sudan,3,,1.0,,,2,,0.07,0.02
175,Zimbabwe,3,,1.0,,,2,,0.2,0.07
176,Nepal,3,,,,1.0,2,,0.1,
177,Antigua and Barbuda,3,,,,,3,,31.0,
178,CAR,3,,,,,3,,0.6,
179,Chad,3,,,,,3,,0.2,
180,Liberia,3,,,,,3,,0.6,
181,Mauritania,3,+1,,,,3,,0.6,
182,Myanmar,3,,,,,3,,0.06,
183,St. Barth,3,,,,,3,,304.0,
184,Saint Lucia,3,,,,,3,,16.0,
185,Sint Maarten,3,,,,,3,,70.0,
186,Belize,2,,,,,2,,5.0,
187,Bhutan,2,,,,,2,,3.0,
188,British Virgin Islands,2,,,,,2,,66.0,
189,Guinea-Bissau,2,,,,,2,,1.0,
190,Montserrat,2,+1,,,,2,,401.0,
191,Nicaragua,2,,,,,2,,0.3,
192,Saint Kitts and Nevis,2,,,,,2,,38.0,
193,Somalia,2,+1,,,,2,,0.1,
194,Turks and Caicos,2,+1,,,,2,,52.0,
195,Libya,1,,,,,1,,0.1,
196,Papua New Guinea,1,,,,,1,,0.1,
197,St. Vincent Grenadines,1,,,,,1,,9.0,
198,Timor-Leste,1,,,,,1,,0.8,
199,Total:,528269,57234,23944.0,2662.0,123364.0,380961,19430.0,67.8,3.1
