,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Tot Deaths/1M pop
52,Colombia,470,,4.0,,8.0,458,,9.0,0.08
53,Bahrain,457,+38,4.0,,204.0,249,1.0,269.0,2.0
54,Egypt,456,,21.0,,95.0,340,,4.0,0.2
55,Hong Kong,453,+42,4.0,,110.0,339,4.0,60.0,0.5
56,Dominican Republic,392,,10.0,,3.0,379,,36.0,0.9
57,Serbia,384,,6.0,2.0,15.0,363,21.0,44.0,0.7
58,Lebanon,368,+35,6.0,,20.0,342,3.0,54.0,0.9
59,Iraq,346,,29.0,,103.0,214,,9.0,0.7
60,UAE,333,,2.0,,52.0,279,2.0,34.0,0.2
61,Algeria,302,,21.0,,65.0,216,,7.0,0.5
62,Lithuania,290,+16,4.0,,1.0,285,1.0,107.0,1.0
63,Armenia,290,+25,,,18.0,272,6.0,98.0,
64,New Zealand,283,,,,27.0,256,,59.0,
65,Hungary,261,+35,10.0,,28.0,223,6.0,27.0,1.0
66,Taiwan,252,+17,2.0,,29.0,221,,11.0,0.08
67,Latvia,244,+23,,,1.0,243,,129.0,
68,Bulgaria,243,+1,3.0,,4.0,236,8.0,35.0,0.4
69,Slovakia,226,+10,,,7.0,219,2.0,41.0,
70,Morocco,225,,6.0,,7.0,212,1.0,6.0,0.2
71,Uruguay,217,,,,,217,3.0,62.0,
72,San Marino,208,,21.0,,4.0,183,12.0,6130.0,619.0
73,Kuwait,208,+13,,,49.0,159,7.0,49.0,
74,Costa Rica,201,,2.0,,2.0,197,4.0,39.0,0.4
75,Andorra,188,,1.0,,1.0,186,6.0,2433.0,13.0
76,Bosnia and Herzegovina,185,+9,3.0,,2.0,180,1.0,56.0,0.9
77,North Macedonia,177,,3.0,,1.0,173,1.0,85.0,1.0
78,Albania,174,+28,6.0,1.0,17.0,151,3.0,60.0,2.0
79,Tunisia,173,,6.0,1.0,2.0,165,11.0,15.0,0.5
80,Jordan,172,,,,1.0,171,,17.0,
81,Ukraine,156,+11,5.0,,1.0,150,,4.0,0.1
82,Vietnam,153,+5,,,17.0,136,3.0,2.0,
83,Moldova,149,,1.0,,2.0,146,28.0,37.0,0.2
84,Burkina Faso,146,,4.0,,10.0,132,,7.0,0.2
85,Faeroe Islands,140,+8,,,47.0,93,,2865.0,
86,Ghana,132,+64,4.0,,1.0,127,,4.0,0.1
87,Cyprus,132,,3.0,,4.0,125,3.0,109.0,2.0
88,Malta,129,,,,2.0,127,1.0,292.0,
89,Réunion,115,+4,,,1.0,114,,128.0,
90,Brunei,114,+5,,,5.0,109,1.0,261.0,
91,Kazakhstan,109,+28,,,2.0,107,,6.0,
92,Oman,109,+10,,,23.0,86,,21.0,
93,Venezuela,106,,,,15.0,91,2.0,4.0,
94,Senegal,105,+6,,,9.0,96,,6.0,
95,Sri Lanka,102,,,,7.0,95,3.0,5.0,
96,Cambodia,96,,,,10.0,86,1.0,6.0,
97,Azerbaijan,93,,2.0,,10.0,81,6.0,9.0,0.2
98,Belarus,86,,,,29.0,57,2.0,9.0,
99,Afghanistan,84,,2.0,,2.0,80,,2.0,0.05
100,Palestine,84,+13,1.0,,17.0,66,,16.0,0.2
101,Ivory Coast,80,,,,3.0,77,,3.0,
102,Georgia,77,+2,,,10.0,67,1.0,19.0,
103,Cameroon,75,,1.0,,2.0,72,,3.0,0.04
104,Guadeloupe,73,,1.0,,,72,4.0,182.0,2.0
105,Montenegro,67,+14,1.0,,,66,1.0,107.0,2.0
106,Martinique,66,,1.0,,,65,7.0,176.0,3.0
107,Uzbekistan,65,+5,,,,65,4.0,2.0,
108,Trinidad and Tobago,60,,1.0,,,59,,43.0,0.7
109,Cuba,57,,1.0,,1.0,55,2.0,5.0,0.09
110,Mauritius,52,+4,2.0,,,50,1.0,41.0,2.0
111,Honduras,52,,,,,52,,5.0,
112,DRC,51,+3,3.0,1.0,,48,,0.6,0.03
113,Nigeria,51,,1.0,,2.0,48,,0.2,0.0
114,Liechtenstein,51,,,,,51,,1338.0,
115,Channel Islands,46,,1.0,1.0,,45,,265.0,6.0
116,Bangladesh,44,+5,5.0,,11.0,28,1.0,0.3,0.03
117,Kyrgyzstan,44,,,,,44,,7.0,
118,Paraguay,41,+4,3.0,,,38,1.0,6.0,0.4
119,Rwanda,41,,,,,41,,3.0,
120,Bolivia,39,+7,,,,39,,3.0,
121,Mayotte,36,,,,,36,,132.0,
122,Macao,31,,,,10.0,21,,48.0,
123,Monaco,31,,,,1.0,30,,790.0,
124,French Guiana,28,,,,6.0,22,,94.0,
125,Kenya,28,,,,1.0,27,,0.5,
126,Jamaica,26,,1.0,,2.0,23,,9.0,0.3
127,Gibraltar,26,,,,5.0,21,,772.0,
128,French Polynesia,25,,,,,25,,89.0,
129,Isle of Man,25,+2,,,,25,,294.0,
130,Guatemala,24,,1.0,,4.0,19,,1.0,0.06
131,Togo,23,,,,1.0,22,,3.0,
132,Aruba,19,,,,1.0,18,,178.0,
133,Madagascar,19,,,,,19,,0.7,
134,Barbados,18,,,,,18,,63.0,
135,New Caledonia,14,,,,,14,,49.0,
136,Uganda,14,,,,,14,,0.3,
137,El Salvador,13,+4,,,,13,,2.0,
138,Maldives,13,,,,8.0,5,,24.0,
139,Tanzania,13,,,,,13,,0.2,
140,Ethiopia,12,,,,,12,,0.1,
141,Zambia,12,,,,,12,,0.7,
142,Djibouti,11,,,,,11,,11.0,
143,Dominica,11,,,,,11,,153.0,
144,Mongolia,11,+1,,,,11,,3.0,
145,Saint Martin,11,,,,,11,,284.0,
146,Equatorial Guinea,9,,,,,9,,6.0,
147,Cayman Islands,8,,1.0,,,7,,122.0,15.0
148,Haiti,8,,,,,8,,0.7,
149,Suriname,8,,,,,8,,14.0,
150,Gabon,7,+1,1.0,,,6,,3.0,0.4
151,Niger,7,,1.0,,,6,,0.3,0.04
152,Bermuda,7,,,,2.0,5,,112.0,
153,Namibia,7,,,,2.0,5,,3.0,
154,Seychelles,7,,,,,7,,71.0,
155,Curaçao,6,,1.0,,2.0,3,,37.0,6.0
156,Benin,6,,,,,6,,0.5,
157,Greenland,6,,,,2.0,4,,106.0,
158,Laos,6,+3,,,,6,,0.8,
159,Guyana,5,,1.0,,,4,,6.0,1.0
160,Bahamas,5,,,,1.0,4,,13.0,
161,Fiji,5,,,,,5,,6.0,
162,Mozambique,5,,,,,5,,0.2,
163,Syria,5,,,,,5,,0.3,
164,Cabo Verde,4,,1.0,,,3,,7.0,2.0
165,Congo,4,,,,,4,,0.7,
166,Eritrea,4,,,,,4,,1.0,
167,Guinea,4,,,,,4,,0.3,
168,Vatican City,4,,,,,4,,4994.0,
169,Eswatini,4,,,,,4,,3.0,
170,Gambia,3,,1.0,,,2,,1.0,0.4
171,Sudan,3,,1.0,,,2,,0.07,0.02
172,Zimbabwe,3,,1.0,,,2,,0.2,0.07
173,Nepal,3,,,,1.0,2,,0.1,
174,Angola,3,,,,,3,,0.09,
175,Antigua and Barbuda,3,,,,,3,,31.0,
176,CAR,3,,,,,3,,0.6,
177,Chad,3,,,,,3,,0.2,
178,Liberia,3,,,,,3,,0.6,
179,Mauritania,3,+1,,,,3,,0.6,
180,Myanmar,3,,,,,3,,0.06,
181,St. Barth,3,,,,,3,,304.0,
182,Saint Lucia,3,,,,,3,,16.0,
183,Sint Maarten,3,,,,,3,,70.0,
184,Belize,2,,,,,2,,5.0,
185,Bhutan,2,,,,,2,,3.0,
186,British Virgin Islands,2,,,,,2,,66.0,
187,Guinea-Bissau,2,,,,,2,,1.0,
188,Mali,2,,,,,2,,0.1,
189,Nicaragua,2,,,,,2,,0.3,
190,Saint Kitts and Nevis,2,,,,,2,,38.0,
191,Somalia,2,+1,,,,2,,0.1,
192,Grenada,1,,,,,1,,9.0,
193,Libya,1,,,,,1,,0.1,
194,Montserrat,1,,,,,1,,200.0,
195,Papua New Guinea,1,,,,,1,,0.1,
196,St. Vincent Grenadines,1,,,,,1,,9.0,
197,Timor-Leste,1,,,,,1,,0.8,
198,Turks and Caicos,1,,,,,1,,26.0,
199,Total:,487063,16095,22025.0,747.0,117577.0,347461,17709.0,62.5,2.8
