,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Tot Deaths/1M pop
41,Philippines,803,,54.0,,31.0,718,1.0,7.0,0.5
42,Panama,786,,14.0,,2.0,770,20.0,182.0,3.0
43,Singapore,732,,2.0,,183.0,547,17.0,125.0,0.3
44,Mexico,717,132.0,12.0,4.0,4.0,701,1.0,6.0,0.09
45,Diamond Princess,712,,10.0,,597.0,105,15.0,,
46,Argentina,690,101.0,17.0,4.0,72.0,601,,15.0,0.4
47,Peru,635,,11.0,,16.0,608,21.0,19.0,0.3
48,Slovenia,632,,9.0,,10.0,613,14.0,304.0,4.0
49,Croatia,586,,3.0,,37.0,546,14.0,143.0,0.7
50,Dominican Republic,581,,20.0,,3.0,558,,54.0,2.0
51,Estonia,575,,1.0,,11.0,563,7.0,433.0,0.8
52,Qatar,562,,,,43.0,519,6.0,195.0,
53,Colombia,539,,6.0,,10.0,523,,11.0,0.1
54,Egypt,536,,30.0,,116.0,390,,5.0,0.3
55,Serbia,528,,8.0,,42.0,478,25.0,60.0,0.9
56,Hong Kong,519,,4.0,,111.0,404,5.0,69.0,0.5
57,Bahrain,466,,4.0,,227.0,235,1.0,274.0,2.0
58,Iraq,458,,40.0,,122.0,296,,11.0,1.0
59,New Zealand,451,83.0,,,50.0,401,2.0,94.0,
60,Algeria,409,,26.0,,29.0,354,,9.0,0.6
61,UAE,405,,2.0,,52.0,351,2.0,41.0,0.2
62,Lebanon,391,,8.0,,27.0,356,3.0,57.0,1.0
63,Lithuania,358,,5.0,,1.0,352,2.0,132.0,2.0
64,Morocco,345,,23.0,,11.0,311,1.0,9.0,0.6
65,Armenia,329,,1.0,,28.0,300,6.0,111.0,0.3
66,Ukraine,310,,5.0,,5.0,300,,7.0,0.1
67,Hungary,300,,10.0,,34.0,256,6.0,31.0,1.0
68,Bulgaria,293,,3.0,,9.0,281,8.0,42.0,0.4
69,Latvia,280,,,,1.0,279,,148.0,
70,Uruguay,274,36.0,,,,274,8.0,79.0,
71,Slovakia,269,,,,2.0,267,1.0,49.0,
72,Andorra,267,,3.0,,1.0,263,11.0,3456.0,39.0
73,Taiwan,267,,2.0,,30.0,235,,11.0,0.08
74,Costa Rica,263,,2.0,,3.0,258,5.0,52.0,0.4
75,Bosnia and Herzegovina,237,,4.0,,5.0,228,1.0,72.0,1.0
76,Jordan,235,,1.0,,18.0,216,,23.0,0.1
77,Tunisia,227,,7.0,,2.0,218,10.0,19.0,0.6
78,Kuwait,225,,,,57.0,168,11.0,53.0,
79,San Marino,223,,21.0,,6.0,196,15.0,6572.0,619.0
80,North Macedonia,219,,3.0,,3.0,213,1.0,105.0,1.0
81,Moldova,199,,2.0,,2.0,195,33.0,49.0,0.5
82,Albania,186,,8.0,,31.0,147,3.0,65.0,3.0
83,Burkina Faso,180,,9.0,,12.0,159,,9.0,0.4
84,Vietnam,169,6.0,,,20.0,149,3.0,2.0,
85,Azerbaijan,165,,3.0,,15.0,147,6.0,16.0,0.3
86,Cyprus,162,,5.0,,15.0,142,3.0,134.0,4.0
87,Kazakhstan,150,,1.0,,3.0,146,,8.0,0.05
88,Réunion,145,,,,1.0,144,,162.0,
89,Faeroe Islands,144,,,,54.0,90,2.0,2947.0,
90,Malta,139,,,,2.0,137,1.0,315.0,
91,Ghana,137,,4.0,,2.0,131,1.0,4.0,0.1
92,Oman,131,,,,23.0,108,,26.0,
93,Senegal,119,,,,11.0,108,,7.0,
94,Brunei,115,,1.0,1.0,11.0,103,1.0,263.0,2.0
95,Venezuela,113,,2.0,,31.0,80,2.0,4.0,0.07
96,Afghanistan,110,,4.0,,2.0,104,,3.0,0.1
97,Sri Lanka,106,,,,7.0,99,5.0,5.0,
98,Ivory Coast,101,,,,3.0,98,,4.0,
99,Cambodia,99,,,,13.0,86,1.0,6.0,
100,Honduras,95,27.0,1.0,,3.0,91,4.0,10.0,0.1
101,Mauritius,94,,2.0,,,92,1.0,74.0,2.0
102,Belarus,94,,,,32.0,62,2.0,10.0,
103,Martinique,93,,1.0,,,92,12.0,248.0,3.0
104,Cameroon,91,,2.0,,2.0,87,,3.0,0.08
105,Palestine,91,,1.0,,17.0,73,,18.0,0.2
106,Channel Islands,88,,1.0,,,87,,506.0,6.0
107,Uzbekistan,88,,1.0,,5.0,82,8.0,3.0,0.03
108,Georgia,83,,,,14.0,69,1.0,21.0,
109,Montenegro,82,,1.0,,,81,1.0,131.0,2.0
110,Cuba,80,,2.0,,4.0,74,2.0,7.0,0.2
111,Bolivia,74,13.0,,,,74,,6.0,
112,Guadeloupe,73,,1.0,,,72,4.0,182.0,2.0
113,Nigeria,70,,1.0,,3.0,66,,0.3,0.0
114,Trinidad and Tobago,66,,2.0,,1.0,63,,47.0,1.0
115,Kyrgyzstan,58,,,,,58,,9.0,
116,Paraguay,56,4.0,3.0,,1.0,52,1.0,8.0,0.4
117,Liechtenstein,56,,,,,56,,1469.0,
118,Gibraltar,55,,,,14.0,41,,1632.0,
119,Rwanda,54,,,,,54,,4.0,
120,DRC,51,,3.0,,2.0,46,,0.6,0.03
121,Mayotte,50,,,,,50,,183.0,
122,Bangladesh,48,,5.0,,11.0,32,1.0,0.3,0.03
123,Monaco,42,,,,1.0,41,,1070.0,
124,Macao,34,,,,10.0,24,,52.0,
125,Aruba,33,,,,1.0,32,,309.0,
126,Guatemala,32,4.0,1.0,,4.0,27,1.0,2.0,0.06
127,Kenya,31,,1.0,,1.0,29,2.0,0.6,0.02
128,Jamaica,30,4.0,1.0,,2.0,27,,10.0,0.3
129,French Polynesia,30,,,,,30,,107.0,
130,Isle of Man,29,,,,,29,,341.0,
131,French Guiana,28,,,,6.0,22,,94.0,
132,Barbados,26,,,,,26,,90.0,
133,Madagascar,26,,,,,26,,0.9,
134,Togo,25,,1.0,,1.0,23,,3.0,0.1
135,Uganda,23,,,,,23,,0.5,
136,Zambia,22,,,,,22,,1.0,
137,El Salvador,19,6.0,,,,19,,3.0,
138,Bermuda,17,,,,2.0,15,,273.0,
139,Ethiopia,16,,,,,16,,0.1,
140,Maldives,16,,,,9.0,7,,30.0,
141,New Caledonia,15,,,,,15,,53.0,
142,Tanzania,13,,,,1.0,12,,0.2,
143,Djibouti,12,,,,,12,,12.0,
144,Equatorial Guinea,12,,,,,12,,9.0,
145,Mongolia,12,1.0,,,,12,,4.0,
146,Dominica,11,,,,,11,,153.0,
147,Mali,11,,,,,11,,0.5,
148,Saint Martin,11,,,,,11,,284.0,
149,Niger,10,,1.0,,,9,,0.4,0.04
150,Bahamas,10,,,,1.0,9,,25.0,
151,Greenland,10,,,,2.0,8,,176.0,
152,Eswatini,9,,,,,9,,8.0,
153,Cayman Islands,8,,1.0,,,7,,122.0,15.0
154,Curaçao,8,,1.0,,2.0,5,,49.0,6.0
155,Guinea,8,,,,,8,,0.6,
156,Haiti,8,,,,,8,,0.7,
157,Myanmar,8,,,,,8,,0.1,
158,Namibia,8,,,,2.0,6,,3.0,
159,Suriname,8,,,,,8,,14.0,
160,Gabon,7,,1.0,,,6,,3.0,0.4
161,Antigua and Barbuda,7,,,,,7,,71.0,
162,Grenada,7,,,,,7,,62.0,
163,Mozambique,7,,,,,7,,0.2,
164,Seychelles,7,,,,,7,,71.0,
165,Benin,6,,,,,6,,0.5,
166,Eritrea,6,,,,,6,,2.0,
167,Laos,6,,,,,6,,0.8,
168,Cabo Verde,5,,1.0,,,4,,9.0,2.0
169,Guyana,5,,1.0,,,4,,6.0,1.0
170,Sudan,5,2.0,1.0,,,4,,0.1,0.02
171,Zimbabwe,5,,1.0,,,4,,0.3,0.07
172,Fiji,5,,,,,5,,6.0,
173,Mauritania,5,2.0,,,,5,,1.0,
174,Montserrat,5,,,,,5,,1002.0,
175,St. Barth,5,,,,,5,,506.0,
176,Syria,5,,,,,5,,0.3,
177,Nicaragua,4,,1.0,,,3,,0.6,0.2
178,Nepal,4,,,,1.0,3,,0.1,
179,Angola,4,,,,,4,,0.1,
180,Congo,4,,,,,4,,0.7,
181,Vatican City,4,,,,,4,,4994.0,
182,Gambia,3,,1.0,,,2,,1.0,0.4
183,Bhutan,3,,,,,3,,4.0,
184,CAR,3,,,,,3,,0.6,
185,Chad,3,,,,,3,,0.2,
186,Liberia,3,,,,,3,,0.6,
187,Saint Lucia,3,,,,1.0,2,,16.0,
188,Sint Maarten,3,,,,,3,,70.0,
189,Somalia,3,,,,,3,,0.2,
190,MS Zaandam,2,,,,,2,,,
191,Anguilla,2,,,,,2,,133.0,
192,Belize,2,,,,,2,,5.0,
193,British Virgin Islands,2,,,,,2,,66.0,
194,Guinea-Bissau,2,,,,,2,,1.0,
195,Saint Kitts and Nevis,2,,,,,2,,38.0,
196,Turks and Caicos,2,,,,,2,,52.0,
197,Libya,1,,,,,1,,0.1,
198,Papua New Guinea,1,,,,,1,,0.1,
199,St. Vincent Grenadines,1,,,,,1,,9.0,
200,Timor-Leste,1,,,,,1,,0.8,
201,Total:,597267,955.0,27365.0,24.0,133363.0,436539,23559.0,76.6,3.5
