,#,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,"Tests/
1M pop
",Population,Continent
83,76,Djibouti,"3,569",+215,24 ,,"1,521","2,024",,"3,617",24,"28,260","28,639","986,755 ",Africa
84,77,DRC,"3,195",+125,72 ,,454,"2,669",,36,0.8,,,"89,301,493 ",Africa
85,78,Thailand,"3,082",+1,57 ,,"2,965",60,1,44,0.8,"420,529","6,026","69,785,922 ",Asia
86,79,Ivory Coast,"2,951",+118,33 ,,"1,467","1,451",,112,1,"27,650","1,051","26,318,014 ",Africa
87,80,Greece,"2,918",+1,179 ,+4,"1,374","1,365",12,280,17,"182,423","17,495","10,426,947 ",Europe
88,81,Gabon,"2,655",,17 ,,722,"1,916",15,"1,195",8,"14,122","6,359","2,220,923 ",Africa
89,82,El Salvador,"2,582",+65,46 ,,"1,063","1,473",53,398,7,"91,837","14,165","6,483,535 ",North America
90,83,Bosnia and Herzegovina,"2,524",+14,154 ,+1,"1,888",482,4,769,47,"65,900","20,077","3,282,366 ",Europe
91,84,Bulgaria,"2,519",+6,140 ,,"1,090","1,289",17,362,20,"81,694","11,751","6,952,375 ",Europe
92,85,North Macedonia,"2,315",+89,140 ,+7,"1,569",606,21,"1,111",67,"30,302","14,545","2,083,381 ",Europe
93,86,Croatia,"2,246",,103 ,,"2,077",66,4,547,25,"66,695","16,239","4,107,186 ",Europe
94,87,Haiti,"2,124",+259,44 ,+3,24,"2,056",,186,4,"5,244",460,"11,390,662 ",North America
95,88,Cuba,"2,083",+38,83 ,,"1,826",174,3,184,7,"107,037","9,450","11,327,160 ",North America
96,89,Somalia,"2,023",+47,79 ,+1,361,"1,583",2,128,5,,,"15,851,530 ",Africa
97,90,Kenya,"2,021",+59,69 ,+5,482,"1,470",7,38,1,"80,054","1,492","53,663,836 ",Africa
98,91,Mayotte,"1,934",+235,24 ,+3,"1,473",437,10,"7,105",88,"5,200","19,103","272,210 ",Africa
99,92,Estonia,"1,870",+1,68 ,,"1,625",177,,"1,410",51,"84,156","63,444","1,326,464 ",Europe
100,93,Maldives,"1,829",+56,6 ,+1,488,"1,335",9,"3,389",11,"11,775","21,818","539,703 ",Asia
101,94,Kyrgyzstan,"1,817",+69,16 ,,"1,181",620,4,279,2,"111,859","17,170","6,514,756 ",Asia
102,95,Nepal,"1,811",+239,8 ,,221,"1,582",,62,0.3,"185,660","6,382","29,090,429 ",Asia
103,96,Iceland,"1,806",,10 ,,"1,794",2,,"5,295",29,"61,122","179,211","341,061 ",Europe
104,97,Lithuania,"1,678",+3,70 ,,"1,236",372,17,616,26,"304,854","111,872","2,725,022 ",Europe
105,98,Sri Lanka,"1,643",+10,11 ,+1,811,821,1,77,0.5,"65,355","3,053","21,405,965 ",Asia
106,99,Slovakia,"1,522",+1,28 ,,"1,368",126,,279,5,"172,875","31,665","5,459,433 ",Europe
107,100,Venezuela,"1,510",,14 ,,302,"1,194",3,53,0.5,"975,825","34,309","28,442,184 ",South America
108,101,New Zealand,"1,504",,22 ,,"1,481",1,,301,4,"281,609","56,298","5,002,100 ",Australia/Oceania
109,102,Slovenia,"1,473",,109 ,+1,"1,358",6,1,709,52,"80,407","38,677","2,078,915 ",Europe
110,103,Guinea-Bissau,"1,339",+83,8 ,,53,"1,278",,682,4,"1,500",764,"1,963,739 ",Africa
111,104,Mali,"1,315",+50,78 ,+1,744,493,,65,4,"3,483",172,"20,195,689 ",Africa
112,105,Equatorial Guinea,"1,306",,12 ,,200,"1,094",,934,9,"8,268","5,912","1,398,520 ",Africa
113,106,Ethiopia,"1,257",+85,12 ,+1,217,"1,028",4,11,0.1,"112,377",980,"114,700,869 ",Africa
114,107,Lebanon,"1,233",+13,27 ,,715,491,4,181,4,"84,176","12,328","6,827,788 ",Asia
115,108,Albania,"1,143",+6,33 ,,877,233,3,397,11,"14,825","5,151","2,878,043 ",Europe
116,109,Zambia,"1,089",+32,7 ,,912,170,1,59,0.4,"28,236","1,540","18,335,514 ",Africa
117,110,Hong Kong,"1,088",+3,4 ,,"1,037",47,2,145,0.5,"202,930","27,087","7,491,921 ",Asia
118,111,Tunisia,"1,084",+7,48 ,,964,72,2,92,4,"52,503","4,446","11,808,177 ",Africa
119,112,Costa Rica,"1,084",+28,10 ,,676,398,5,213,2,"26,622","5,230","5,090,223 ",North America
120,113,CAR,"1,069",+58,4 ,+2,23,"1,042",,222,0.8,"15,021","3,115","4,822,363 ",Africa
121,114,Latvia,"1,066",,24 ,,745,297,3,565,13,"109,723","58,124","1,887,728 ",Europe
122,115,Paraguay,995,+9,11 ,,488,496,2,140,2,"30,004","4,211","7,125,055 ",South America
123,116,South Sudan,994,,10 ,,6,978,,89,0.9,"3,356",300,"11,182,555 ",Africa
124,117,Niger,958,,64 ,,839,55,,40,3,"6,047",251,"24,120,048 ",Africa
125,118,Cyprus,949,+5,17 ,,790,142,4,786,14,"117,411","97,305","1,206,632 ",Asia
126,119,Sierra Leone,865,+4,46 ,,475,344,,109,6,,,"7,962,417 ",Africa
127,120,Burkina Faso,847,,53 ,,720,74,,41,3,,,"20,849,535 ",Africa
128,121,Madagascar,826,+55,6 ,,174,646,8,30,0.2,"10,249",371,"27,624,966 ",Africa
129,122,Uruguay,823,,22 ,,685,116,5,237,6,"43,911","12,644","3,472,758 ",South America
130,123,Georgia,794,+11,12 ,,624,158,6,199,3,"56,987","14,283","3,989,764 ",Asia
131,124,Chad,790,+12,66 ,+1,539,185,,48,4,,,"16,381,333 ",Africa
132,125,Andorra,764,,51 ,,694,19,4,"9,889",660,"3,750","48,541","77,255 ",Europe
133,126,Nicaragua,759,,35 ,,370,354,,115,5,,,"6,617,838 ",North America
134,127,Jordan,746,+7,9 ,,535,202,5,73,0.9,"193,060","18,937","10,194,610 ",Asia
135,128,Diamond Princess,712,,13 ,,651,48,4,,,,,0 ,
136,129,San Marino,671,,42 ,,359,270,1,"19,779","1,238","4,485","132,203","33,925 ",Europe
137,130,Malta,619,+1,9 ,,537,73,1,"1,402",20,"69,622","157,712","441,449 ",Europe
138,131,Congo,611,,20 ,,179,412,,111,4,,,"5,505,568 ",Africa
139,132,Mauritania,588,+58,23 ,,27,538,,127,5,"7,654","1,650","4,638,278 ",Africa
140,133,Jamaica,586,+5,9 ,,311,266,2,198,3,"12,702","4,291","2,960,117 ",North America
141,134,Channel Islands,560,,45 ,,528,-13,,"3,223",259,"10,255","59,029","173,729 ",Europe
142,135,Tanzania,509,,21 ,,183,305,7,9,0.4,,,"59,573,674 ",Africa
143,136,French Guiana,499,,1 ,,200,298,2,"1,675",3,,,"297,963 ",South America
144,137,Sao Tome and Principe,484,+1,12 ,,68,404,,"2,212",55,175,800,"218,798 ",Africa
145,138,Réunion,471,,1 ,,411,59,1,526,1,"17,200","19,223","894,784 ",Africa
146,139,Cabo Verde,458,+23,4 ,,193,261,,825,7,"1,307","2,353","555,476 ",Africa
147,140,Uganda,457,+40, ,,72,385,,10,,"96,825","2,123","45,602,136 ",Africa
148,141,Palestine,449,+1,3 ,,372,74,,88,0.6,"44,876","8,816","5,090,574 ",Asia
149,142,Togo,443,+1,13 ,,215,215,,54,2,"20,500","2,482","8,260,968 ",Africa
150,143,Taiwan,443,+1,7 ,,427,9,,19,0.3,"72,319","3,037","23,813,331 ",Asia
151,144,Rwanda,370,,1 ,,256,113,,29,0.08,"66,976","5,183","12,922,594 ",Africa
152,145,Yemen,354,+31,84 ,+4,14,256,,12,3,120,4,"29,766,367 ",Asia
153,146,Isle of Man,336,,24  ,,311,1,,"3,953",282,"4,892","57,556","84,996 ",Europe
154,147,Malawi,336,+52,4 ,,42,290,1,18,0.2,"5,049",265,"19,084,049 ",Africa
155,148,Mauritius,335,,10 ,,322,3,,263,8,"120,358","94,651","1,271,600 ",Africa
156,149,Vietnam,328,, ,,293,35,1,3,,"275,000","2,827","97,265,308 ",Asia
157,150,Montenegro,324,,9 ,,315,0,,516,14,"10,167","16,188","628,060 ",Europe
158,151,Liberia,296,+8,27 ,,159,110,,59,5,,,"5,046,798 ",Africa
159,152,Eswatini,293,+8,3 ,+1,194,96,,253,3,"4,994","4,308","1,159,150 ",Africa
160,153,Mozambique,254,,2 ,,91,161,,8,0.06,"10,878",349,"31,173,041 ",Africa
161,154,Benin,232,,3 ,,143,86,,19,0.2,"30,817","2,548","12,093,650 ",Africa
162,155,Myanmar,228,+4,6 ,,138,84,,4,0.1,"27,077",498,"54,379,727 ",Asia
163,156,Martinique,200,,14 ,,98,88,,533,37,,,"375,288 ",North America
164,157,Faeroe Islands,187,, ,,187,0,,"3,828",,"9,677","198,104","48,848 ",Europe
165,158,Mongolia,185,+6, ,,44,141,19,57,,"14,037","4,288","3,273,672 ",Asia
166,159,Zimbabwe,178,,4 ,,29,145,,12,0.3,"46,613","3,140","14,844,179 ",Africa
167,160,Gibraltar,170,, ,,151,19,,"5,046",,"7,644","226,879","33,692 ",Europe
168,161,Guadeloupe,162,,14 ,,138,10,1,405,35,"4,137","10,339","400,119 ",North America
169,162,Libya,156,,5 ,,52,99,,23,0.7,"5,591",815,"6,863,245 ",Africa
170,163,Guyana,153,,12 ,,70,71,2,195,15,"1,618","2,058","786,243 ",South America
171,164,Brunei ,141,,2 ,,138,1,1,323,5,"19,516","44,646","437,127 ",Asia
172,165,Cayman Islands,141,,1 ,,68,72,,"2,148",15,"11,139","169,657","65,656 ",North America
173,166,Bermuda,140,,9 ,,92,39,2,"2,247",144,"7,171","115,112","62,296 ",North America
174,167,Cambodia,125,, ,,123,2,1,7,,"20,895","1,251","16,699,008 ",Asia
175,168,Syria,123,+1,5 ,,46,72,,7,0.3,,,"17,461,550 ",Asia
176,169,Trinidad and Tobago,117,,8 ,,108,1,,84,6,"3,138","2,243","1,399,123 ",North America
177,170,Comoros,106,,2 ,,26,78,,122,2,,,"867,928 ",Africa
178,171,Bahamas,102,,11 ,,48,43,1,260,28,"2,091","5,322","392,929 ",North America
179,172,Aruba,101,,3 ,,98,0,,946,28,"2,134","19,995","106,729 ",North America
180,173,Monaco,99,,4 ,,90,5,1,"2,524",102,"16,200","413,065","39,219 ",Europe
181,174,Barbados,92,,7 ,,76,9,1,320,24,"5,471","19,040","287,347 ",North America
182,175,Angola,86,,4 ,,18,64,1,3,0.1,"10,000",305,"32,768,267 ",Africa
183,176,Liechtenstein,82,,1 ,,55,26,,"2,151",26,900,"23,610","38,119 ",Europe
184,177,Sint Maarten,77,,15 ,,60,2,1,"1,798",350,461,"10,762","42,835 ",North America
185,178,Burundi,63,,1 ,,33,29,,5,0.08,284,24,"11,857,105 ",Africa
186,179,French Polynesia,60,, ,,60,0,,214,,"4,040","14,389","280,775 ",Australia/Oceania
187,180,Macao,45,, ,,45,0,,69,,,,"648,573 ",Asia
188,181,Bhutan,43,, ,,6,37,,56,,"17,344","22,499","770,888 ",Asia
189,182,Saint Martin,41,,3 ,,33,5,1,"1,062",78,614,"15,903","38,608 ",North America
190,183,Eritrea,39,, ,,39,0,,11,,,,"3,542,188 ",Africa
191,184,Botswana,38,+3,1 ,,20,17,,16,0.4,"21,716","9,251","2,347,367 ",Africa
192,185,Suriname,28,+5,1 ,,9,18,,48,2,782,"1,334","586,192 ",South America
193,186,Antigua and Barbuda,26,,3 ,,19,4,1,266,31,183,"1,870","97,861 ",North America
194,187,St. Vincent Grenadines,26,, ,,15,11,,234,,593,"5,347","110,912 ",North America
195,188,Gambia,25,,1 ,,20,4,,10,0.4,"1,756",729,"2,410,277 ",Africa
196,189,Namibia,25,+1, ,,16,9,,10,,"3,970","1,565","2,536,830 ",Africa
197,190,Timor-Leste,24,, ,,24,0,,18,,"1,290",980,"1,316,208 ",Asia
198,191,Grenada,23,, ,,18,5,2,204,,"3,516","31,259","112,481 ",North America
199,192,New Caledonia,20,+1, ,,18,2,,70,,"6,681","23,420","285,267 ",Australia/Oceania
200,193,Curaçao,19,,1 ,,14,4,,116,6,572,"3,487","164,039 ",North America
201,194,Laos,19,, ,,16,3,,3,,"7,180",988,"7,266,416 ",Asia
202,195,Belize,18,,2 ,,16,0,,45,5,"1,572","3,960","396,989 ",North America
203,196,Fiji,18,, ,,15,3,,20,,"2,431","2,713","895,908 ",Australia/Oceania
204,197,Saint Lucia,18,, ,,18,0,,98,,"1,012","5,513","183,559 ",North America
205,198,Dominica,16,, ,,16,0,,222,,433,"6,016","71,972 ",North America
206,199,Saint Kitts and Nevis,15,, ,,15,0,,282,,396,"7,448","53,168 ",North America
207,200,Falkland Islands,13,, ,,13,0,,"3,746",,503,"144,957","3,470 ",South America
208,201,Greenland,13,, ,,11,2,,229,,"2,141","37,719","56,762 ",North America
209,202,Turks and Caicos,12,,1 ,,11,0,,310,26,153,"3,956","38,672 ",North America
210,203,Vatican City,12,, ,,2,10,,"14,981",,,,801 ,Europe
211,204,Montserrat,11,,1 ,,10,0,,"2,204",200,61,"12,220","4,992 ",North America
212,205,Seychelles,11,, ,,11,0,,112,,,,"98,297 ",Africa
213,206,MS Zaandam,9,,2 ,,,7,,,,,,0 ,
214,207,Western Sahara,9,,1 ,,6,2,,15,2,,,"595,986 ",Africa
215,208,British Virgin Islands,8,,1 ,,7,0,,265,33,167,"5,527","30,214 ",North America
216,209,Papua New Guinea,8,, ,,8,0,,0.9,,"4,646",520,"8,931,936 ",Australia/Oceania
217,210,Caribbean Netherlands,7,, ,,7,0,,267,,424,"16,181","26,203 ",North America
218,211,St. Barth,6,, ,,6,0,,608,,137,"13,873","9,875 ",North America
219,212,Anguilla,3,, ,,3,0,,200,,41,"2,735","14,992 ",North America
220,213,Lesotho,2,, ,,1,1,,0.9,,283,132,"2,140,838 ",Africa
221,214,Saint Pierre Miquelon,1,, ,,1,0,,173,,,,"5,796 ",North America
222,215,China,"83,017",+16,"4,634 ",,"78,307",76,3,58,3,,,"1,439,323,776 ",Asia
223,,Total:,"2,084,537","+18,109","125,319",+591,"748,538","1,210,680","19,259",,,,,,North America
224,,Total:,"894,237","+16,293","40,493",+412,"356,399","497,345","11,399",,,,,,South America
225,,Total:,"2,034,216","+14,435","174,654",+932,"993,952","865,610","8,748",,,,,,Europe
226,,Total:,"1,163,762","+26,965","31,269",+492,"712,870","419,623","13,657",,,,,,Asia
227,,Total:,"154,287","+5,512","4,344",+99,"65,696","84,247",345,,,,,,Africa
228,,Total:,"8,814",+10,125,,"8,201",488,3,,,,,,Australia/Oceania
229,,Total:,721,,15,,651,55,4,,,,,,
230,,Total:,"6,340,574","+81,324","376,219","+2,526","2,886,307","3,078,048","53,415",813.4,48.3,,,,All
