,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop
27,Poland,3266,+320,65.0,+8,56.0,3145,50.0,86.0,2.0
28,Romania,3183,+445,133.0,+18,283.0,2767,83.0,165.0,7.0
29,Philippines,3018,+385,136.0,+29,52.0,2830,1.0,28.0,1.0
30,Pakistan,2637,+216,40.0,+6,126.0,2471,10.0,12.0,0.2
31,Japan,2617,,63.0,,514.0,2040,60.0,21.0,0.5
32,Luxembourg,2612,+125,31.0,+1,500.0,2081,33.0,4173.0,50.0
33,India,2567,+24,72.0,,192.0,2303,,2.0,0.05
34,Saudi Arabia,2039,+154,25.0,+4,351.0,1663,41.0,59.0,0.7
35,Indonesia,1986,+196,181.0,+11,134.0,1671,,7.0,0.7
36,Thailand,1978,+103,19.0,+4,612.0,1347,23.0,28.0,0.3
37,Finland,1615,+97,20.0,+1,300.0,1295,72.0,291.0,4.0
38,Greece,1613,+69,59.0,+6,78.0,1476,92.0,155.0,6.0
39,Peru,1595,+181,55.0,,537.0,1003,51.0,48.0,2.0
40,Mexico,1510,+132,50.0,+13,633.0,827,1.0,12.0,0.4
41,South Africa,1505,+43,9.0,+4,95.0,1401,7.0,25.0,0.2
42,Dominican Republic,1488,+108,68.0,+8,16.0,1404,147.0,137.0,6.0
43,Serbia,1476,+305,39.0,+8,42.0,1395,81.0,169.0,4.0
44,Panama,1475,,37.0,,10.0,1428,50.0,342.0,9.0
45,Iceland,1364,+45,4.0,,309.0,1051,12.0,3997.0,12.0
46,Argentina,1265,,39.0,+3,266.0,960,,28.0,0.9
47,UAE,1264,+240,9.0,+1,108.0,1147,2.0,128.0,0.9
48,Algeria,1171,+185,105.0,+19,62.0,1004,,27.0,2.0
49,Colombia,1161,,19.0,,55.0,1087,50.0,23.0,0.4
50,Singapore,1114,+65,5.0,+1,282.0,827,24.0,190.0,0.9
51,Croatia,1079,+68,8.0,+1,92.0,979,39.0,263.0,2.0
52,Qatar,1075,+126,3.0,,93.0,979,37.0,373.0,1.0
53,Ukraine,1072,+175,27.0,+5,22.0,1023,16.0,25.0,0.6
54,Egypt,985,+120,66.0,+8,216.0,703,,10.0,0.6
55,Estonia,961,+103,12.0,+1,48.0,901,16.0,724.0,9.0
56,Slovenia,934,+37,20.0,+3,70.0,844,31.0,449.0,10.0
57,New Zealand,868,+71,1.0,,103.0,764,2.0,180.0,0.2
58,Hong Kong,845,+43,4.0,,173.0,668,8.0,113.0,0.5
59,Iraq,820,+48,54.0,,226.0,540,,20.0,1.0
60,Morocco,761,+53,47.0,+3,56.0,658,1.0,21.0,1.0
61,Armenia,736,+73,7.0,,43.0,686,30.0,248.0,2.0
62,Diamond Princess,712,,11.0,,619.0,82,10.0,,
63,Lithuania,696,+47,9.0,,7.0,680,11.0,256.0,3.0
64,Bahrain,672,+29,4.0,,382.0,286,3.0,395.0,2.0
65,Hungary,623,+38,26.0,+5,43.0,554,17.0,64.0,3.0
66,Moldova,591,+86,8.0,+2,26.0,557,65.0,147.0,2.0
67,Bosnia and Herzegovina,579,+46,17.0,+1,27.0,535,4.0,176.0,5.0
68,Cameroon,509,+203,8.0,+1,17.0,484,,19.0,0.3
69,Lebanon,508,+14,17.0,+1,50.0,441,26.0,74.0,2.0
70,Tunisia,495,+40,18.0,+4,5.0,472,30.0,42.0,2.0
71,Latvia,493,+35,1.0,+1,1.0,491,3.0,261.0,0.5
72,Bulgaria,485,+28,14.0,+4,30.0,441,18.0,70.0,2.0
73,Kazakhstan,464,+29,6.0,+3,29.0,429,6.0,25.0,0.3
74,Slovakia,450,+24,1.0,,10.0,439,3.0,82.0,0.2
75,Azerbaijan,443,+43,5.0,,32.0,406,7.0,44.0,0.5
76,Andorra,439,+11,16.0,+1,16.0,407,12.0,5682.0,207.0
77,North Macedonia,430,+46,12.0,+1,20.0,398,8.0,206.0,6.0
78,Kuwait,417,+75,,,82.0,335,16.0,98.0,
79,Costa Rica,416,+20,2.0,,6.0,408,11.0,82.0,0.4
80,Cyprus,396,+40,11.0,+1,28.0,357,11.0,328.0,9.0
81,Uruguay,369,+19,4.0,,68.0,297,13.0,106.0,1.0
82,Belarus,351,+47,4.0,,53.0,294,11.0,37.0,0.4
83,Taiwan,348,+9,5.0,,50.0,293,,15.0,0.2
84,Réunion,321,+13,,,40.0,281,3.0,359.0,
85,Jordan,310,+11,5.0,,58.0,247,5.0,30.0,0.5
86,Albania,304,+27,17.0,+1,89.0,198,7.0,106.0,6.0
87,Burkina Faso,302,+14,16.0,,50.0,236,,14.0,0.8
88,Afghanistan,281,+8,6.0,,10.0,265,,7.0,0.2
89,Cuba,269,+36,6.0,,15.0,248,8.0,24.0,0.5
90,Oman,252,+21,1.0,,57.0,194,3.0,49.0,0.2
91,San Marino,245,,30.0,,21.0,194,15.0,7221.0,884.0
92,Vietnam,237,+4,,,85.0,152,3.0,2.0,
93,Channel Islands,232,+39,4.0,+1,13.0,215,,1334.0,23.0
94,Uzbekistan,227,+22,2.0,,25.0,200,8.0,7.0,0.06
95,Honduras,222,+3,15.0,+1,3.0,204,10.0,22.0,2.0
96,Senegal,207,+12,1.0,,66.0,140,1.0,12.0,0.06
97,Ghana,205,+1,5.0,,31.0,169,2.0,7.0,0.2
98,Malta,202,+6,,,2.0,200,2.0,457.0,
99,Ivory Coast,194,,1.0,,15.0,178,,7.0,0.04
100,Palestine,193,+32,1.0,,21.0,171,,38.0,0.2
101,Nigeria,190,+6,2.0,,20.0,168,,0.9,0.01
102,Mauritius,186,+17,7.0,,,179,1.0,146.0,6.0
103,Faeroe Islands,179,+2,,,91.0,88,1.0,3663.0,
104,Montenegro,174,+30,2.0,,1.0,171,4.0,277.0,3.0
105,Sri Lanka,159,+8,4.0,,24.0,131,5.0,7.0,0.2
106,Georgia,155,+21,,,27.0,128,6.0,39.0,
107,Venezuela,146,,5.0,,43.0,98,6.0,5.0,0.2
108,Martinique,138,,3.0,,27.0,108,19.0,368.0,8.0
109,DRC,134,,13.0,,3.0,118,,1.0,0.1
110,Brunei,134,+1,1.0,,65.0,68,3.0,306.0,2.0
111,Bolivia,132,+9,9.0,+1,1.0,122,3.0,11.0,0.8
112,Guadeloupe,130,+2,7.0,+1,24.0,99,14.0,325.0,17.0
113,Kyrgyzstan,130,+14,1.0,+1,6.0,123,5.0,20.0,0.2
114,Mayotte,128,+12,2.0,+1,10.0,116,3.0,469.0,7.0
115,Kenya,122,+12,4.0,+1,4.0,114,2.0,2.0,0.07
116,Isle of Man,114,+19,1.0,,,113,,1341.0,12.0
117,Cambodia,114,+4,,,35.0,79,1.0,7.0,
118,Niger,98,,5.0,,,93,,4.0,0.2
119,Trinidad and Tobago,97,+3,6.0,+1,1.0,90,,69.0,4.0
120,Gibraltar,95,+7,,,46.0,49,,2820.0,
121,Paraguay,92,+15,3.0,,6.0,83,2.0,13.0,0.4
122,Rwanda,89,+5,,,,89,,7.0,
123,Liechtenstein,75,,,,,75,,1967.0,
124,Guinea,73,+21,,,2.0,71,,6.0,
125,Madagascar,70,+11,,,,70,6.0,3.0,
126,Monaco,64,+4,1.0,,3.0,60,2.0,1631.0,25.0
127,Aruba,62,+2,,,1.0,61,,581.0,
128,Bangladesh,61,+5,6.0,,26.0,29,1.0,0.4,0.04
129,French Guiana,57,+6,,,22.0,35,1.0,191.0,
130,Barbados,51,+5,,,,51,,177.0,
131,Guatemala,50,+3,1.0,,12.0,37,1.0,3.0,0.06
132,Djibouti,49,+9,,,8.0,41,,50.0,
133,Uganda,48,+3,,,,48,,1.0,
134,Jamaica,47,,3.0,,2.0,42,,16.0,1.0
135,El Salvador,46,+5,2.0,,,44,4.0,7.0,0.3
136,Macao,42,+1,,,10.0,32,,65.0,
137,Togo,40,+1,3.0,+1,17.0,20,,5.0,0.4
138,Mali,39,+3,3.0,,,36,,2.0,0.1
139,Zambia,39,,1.0,,2.0,36,,2.0,0.05
140,French Polynesia,39,+2,,,,39,1.0,139.0,
141,Bermuda,35,,,,11.0,24,,562.0,
142,Ethiopia,35,+6,,,3.0,32,2.0,0.3,
143,Cayman Islands,28,,1.0,,,27,,426.0,15.0
144,Bahamas,24,,1.0,,1.0,22,1.0,61.0,3.0
145,Guyana,23,+4,4.0,,,19,,29.0,5.0
146,Sint Maarten,23,+5,2.0,+1,6.0,15,,536.0,47.0
147,Congo,22,,2.0,,2.0,18,,4.0,0.4
148,Saint Martin,22,,1.0,,2.0,19,,569.0,26.0
149,Eritrea,22,,,,,22,,6.0,
150,Gabon,21,,1.0,,1.0,19,,9.0,0.4
151,Myanmar,20,,1.0,,,19,,0.4,0.02
152,Tanzania,20,,1.0,,3.0,16,,0.3,0.02
153,Maldives,19,,,,13.0,6,,35.0,
154,Haiti,18,+2,,,1.0,17,,2.0,
155,New Caledonia,18,,,,1.0,17,,63.0,
156,Syria,16,,2.0,,,14,,0.9,0.1
157,Benin,16,+3,,,2.0,14,,1.0,
158,Equatorial Guinea,16,+1,,,1.0,15,,11.0,
159,Mongolia,14,,,,2.0,12,,4.0,
160,Namibia,14,,,,3.0,11,,6.0,
161,Saint Lucia,13,,,,1.0,12,,71.0,
162,Dominica,12,,,,,12,,167.0,
163,Curaçao,11,,1.0,,3.0,7,,67.0,6.0
164,Libya,11,,1.0,,,10,,2.0,0.1
165,Sudan,10,+2,2.0,,2.0,6,,0.2,0.05
166,Suriname,10,,1.0,+1,,9,,17.0,2.0
167,Greenland,10,,,,3.0,7,,176.0,
168,Grenada,10,,,,,10,,89.0,
169,Laos,10,,,,,10,,1.0,
170,Mozambique,10,,,,,10,,0.3,
171,Seychelles,10,,,,,10,,102.0,
172,MS Zaandam,9,,2.0,,,7,,,
173,Zimbabwe,9,,1.0,,,8,,0.6,0.07
174,Antigua and Barbuda,9,,,,,9,,92.0,
175,Guinea-Bissau,9,,,,,9,,5.0,
176,Saint Kitts and Nevis,9,,,,,9,,169.0,
177,Eswatini,9,,,,,9,,8.0,
178,Angola,8,,2.0,,1.0,5,,0.2,0.06
179,CAR,8,+5,,,,8,,2.0,
180,Chad,8,,,,,8,,0.5,
181,Fiji,7,,,,,7,,8.0,
182,Vatican City,7,,,,,7,,8739.0,
183,Liberia,7,+1,,,,7,,1.0,
184,Somalia,7,+2,,,1.0,6,,0.4,
185,Cabo Verde,6,,1.0,,,5,,11.0,2.0
186,Mauritania,6,,1.0,,2.0,3,,1.0,0.2
187,Nepal,6,,,,1.0,5,,0.2,
188,St. Barth,6,,,,1.0,5,,607.0,
189,Nicaragua,5,,1.0,,,4,,0.8,0.2
190,Bhutan,5,,,,2.0,3,,6.0,
191,Montserrat,5,,,,,5,,1002.0,
192,Turks and Caicos,5,,,,,5,,129.0,
193,Botswana,4,,1.0,,,3,,2.0,0.4
194,Gambia,4,,1.0,,2.0,1,,2.0,0.4
195,Belize,4,+1,,,,4,,10.0,
196,Anguilla,3,,,,,3,,200.0,
197,British Virgin Islands,3,,,,,3,,99.0,
198,Burundi,3,,,,,3,,0.3,
199,Malawi,3,,,,,3,,0.2,
200,St. Vincent Grenadines,3,+1,,,1.0,2,,27.0,
201,Caribbean Netherlands,2,,,,,2,,76.0,
202,Sierra Leone,2,,,,,2,,0.3,
203,Papua New Guinea,1,,,,,1,,0.1,
204,Timor-Leste,1,,,,,1,,0.8,
205,China,81620,+31,3322.0,+4,76571.0,1727,379.0,57.0,2.0
206,Total:,1084015,"+68,950",58155.0,"+4,988",227745.0,798115,39252.0,139.1,7.5
