,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop
122,Rwanda,84,,,,,84,,6.0,
123,Liechtenstein,75,,,,,75,,1967.0,
124,Bangladesh,61,+5,6.0,,26.0,29,1.0,0.4,0.04
125,Monaco,60,,1.0,,2.0,57,2.0,1529.0,25.0
126,Aruba,60,,,,1.0,59,,562.0,
127,Madagascar,59,,,,,59,6.0,2.0,
128,Guinea,52,,,,,52,,4.0,
129,French Guiana,51,,,,15.0,36,,171.0,
130,Jamaica,47,,3.0,,2.0,42,,16.0,1.0
131,Guatemala,47,,1.0,,12.0,34,1.0,3.0,0.06
132,El Salvador,46,+5,2.0,,,44,4.0,7.0,0.3
133,Barbados,46,,,,,46,,160.0,
134,Uganda,45,,,,,45,,1.0,
135,Macao,41,,,,10.0,31,,63.0,
136,Djibouti,40,,,,,40,,40.0,
137,Togo,39,,2.0,,17.0,20,,5.0,0.2
138,Zambia,39,,1.0,,,38,,2.0,0.05
139,French Polynesia,37,,,,,37,1.0,132.0,
140,Mali,36,,3.0,,,33,,2.0,0.1
141,Bermuda,35,,,,11.0,24,,562.0,
142,Ethiopia,29,,,,3.0,26,2.0,0.3,
143,Cayman Islands,28,,1.0,,,27,,426.0,15.0
144,Bahamas,24,,1.0,,1.0,22,1.0,61.0,3.0
145,Congo,22,,2.0,,2.0,18,,4.0,0.4
146,Saint Martin,22,,1.0,,2.0,19,,569.0,26.0
147,Eritrea,22,,,,,22,,6.0,
148,Gabon,21,,1.0,,1.0,19,,9.0,0.4
149,Myanmar,20,,1.0,,,19,,0.4,0.02
150,Tanzania,20,,1.0,,2.0,17,,0.3,0.02
151,Guyana,19,,4.0,,,15,,24.0,5.0
152,Maldives,19,,,,13.0,6,,35.0,
153,Sint Maarten,18,,1.0,,6.0,11,,420.0,23.0
154,Haiti,18,+2,,,1.0,17,,2.0,
155,New Caledonia,18,,,,1.0,17,,63.0,
156,Syria,16,,2.0,,,14,,0.9,0.1
157,Equatorial Guinea,15,,,,1.0,14,,11.0,
158,Mongolia,14,,,,2.0,12,,4.0,
159,Namibia,14,,,,3.0,11,,6.0,
160,Benin,13,,,,1.0,12,,1.0,
161,Saint Lucia,13,,,,1.0,12,,71.0,
162,Dominica,12,,,,,12,,167.0,
163,Curaçao,11,,1.0,,3.0,7,,67.0,6.0
164,Libya,11,,1.0,,,10,,2.0,0.1
165,Greenland,10,,,,2.0,8,,176.0,
166,Grenada,10,,,,,10,,89.0,
167,Laos,10,,,,,10,,1.0,
168,Mozambique,10,,,,,10,,0.3,
169,Seychelles,10,,,,,10,,102.0,
170,Suriname,10,,,,,10,,17.0,
171,MS Zaandam,9,,2.0,,,7,,,
172,Zimbabwe,9,,1.0,,,8,,0.6,0.07
173,Antigua and Barbuda,9,,,,,9,,92.0,
174,Guinea-Bissau,9,,,,,9,,5.0,
175,Saint Kitts and Nevis,9,,,,,9,,169.0,
176,Eswatini,9,,,,,9,,8.0,
177,Angola,8,,2.0,,1.0,5,,0.2,0.06
178,Sudan,8,,2.0,,2.0,4,,0.2,0.05
179,CAR,8,+5,,,,8,,2.0,
180,Chad,8,,,,,8,,0.5,
181,Fiji,7,,,,,7,,8.0,
182,Vatican City,7,,,,,7,,8739.0,
183,Cabo Verde,6,,1.0,,,5,,11.0,2.0
184,Mauritania,6,,1.0,,2.0,3,,1.0,0.2
185,Nepal,6,,,,1.0,5,,0.2,
186,Liberia,6,,,,,6,,1.0,
187,St. Barth,6,,,,1.0,5,,607.0,
188,Nicaragua,5,,1.0,,,4,,0.8,0.2
189,Bhutan,5,,,,2.0,3,,6.0,
190,Montserrat,5,,,,,5,,1002.0,
191,Somalia,5,,,,1.0,4,,0.3,
192,Turks and Caicos,5,,,,,5,,129.0,
193,Botswana,4,,1.0,,,3,,2.0,0.4
194,Gambia,4,,1.0,,2.0,1,,2.0,0.4
195,Anguilla,3,,,,,3,,200.0,
196,Belize,3,,,,,3,,8.0,
197,British Virgin Islands,3,,,,,3,,99.0,
198,Burundi,3,,,,,3,,0.3,
199,Malawi,3,,,,,3,,0.2,
200,Caribbean Netherlands,2,,,,,2,,76.0,
201,St. Vincent Grenadines,2,,,,1.0,1,,18.0,
202,Sierra Leone,2,,,,,2,,0.3,
203,Papua New Guinea,1,,,,,1,,0.1,
204,Timor-Leste,1,,,,,1,,0.8,
205,China,81620,+31,3322.0,4.0,76571.0,1727,379.0,57.0,2.0
206,Total:,1017593,"+2,528",53249.0,82.0,213218.0,751126,37687.0,130.5,6.8
